ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	167	0.631094968656263	1.4082621378315445	1e-10	1.4834883720930233e-8	9.517747858017138e-9	9205	tags=67%, list=25%, signal=51%	56104/56134/5098/4680/26025/56102/56103/56111/83872/56107/1048/3688/1012/56099/56106/56101/8832/56138/56137/56128/79633/8641/56098/999/2195/56135/1829/120114/56114/8642/56123/56097/56105/27253/56110/6091/56144/55714/56113/5291/56112/1823/1009/6092/54510/1000/56108/1824/5099/64084/133418/25945/56100/56146/9708/56145/5979/56139/27020/56124/56125/3897/56132/5101/91624/5797/57526/23022/634/56126/56131/56142/23705/57575/1004/56109/1006/9620/152330/57463/347902/10205/5097/56122/56136/29930/11122/54798/1951/5365/1952/5175/56130/9499/9752/56143/26167/1003/1005/56140/253559/221935/56121/147409/57717/56133/54825/22883/56127/5310/60437/1016
GO:0000725	recombinational repair	194	0.6154277343232175	1.3788909619928342	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11142	tags=70%, list=30%, signal=49%	254225/5965/5980/92797/7158/675/23347/55183/253714/55010/196528/2073/25836/4171/10721/80010/57697/472/2072/672/4683/641/80311/84296/22909/10097/11073/10635/10111/2187/63979/2074/23137/29072/8295/26122/55159/55719/254394/54799/84250/5885/7486/23503/79677/55345/7516/79728/25939/86/57634/54537/1387/151987/348654/57599/8317/4361/1111/6502/58493/84515/642636/158880/8438/8914/4175/54617/84893/64710/84464/1457/51444/5932/4173/54556/23613/55218/115004/51750/80314/7520/22891/3364/3980/28990/57162/29128/157777/25/142/6117/23126/9643/55086/27336/11144/7334/8089/10213/10933/113510/7528/5888/55693/64859/5347/7156/56893/112441434/92070/4172/79000/83695/10902/64769/25788/9025/10524/5892/5890/23514/2547/493861/254528/119392/5889/23028/6421/55317/8318/56160/2237/116028/5893
GO:0000075	cell cycle checkpoint signaling	203	0.6139052990966182	1.3783771805588327	1e-10	1.4834883720930233e-8	9.517747858017138e-9	7813	tags=59%, list=21%, signal=47%	57082/57551/324/7158/144455/701/51360/675/5781/5591/83990/9575/23376/60561/1063/472/545/7175/63967/7272/672/699/4683/641/163859/83666/11073/79184/83903/7508/10111/1112/151636/2074/580/51514/55159/1763/51776/51347/8899/10116/9735/84142/26058/3619/1432/1386/4436/4085/55055/440275/8555/79968/57646/988/2177/990/51322/4998/90381/348654/9675/4361/1111/58493/144715/54908/8914/9183/1407/25896/4067/5629/595/5932/84072/116224/220134/4193/9656/5810/221150/56155/983/3364/55143/10388/8451/900/80185/835/5527/83540/5884/10403/54465/8883/51512/9319/10769/54888/11329/1017/891/51143/8720/261726/9184/80254/5888/11130/146956/64859/54962/29980/5347/55755/7756/57405
GO:0000724	double-strand break repair via homologous recombination	188	0.6157555325476081	1.3780814039400362	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11142	tags=69%, list=30%, signal=49%	254225/5965/5980/92797/7158/675/23347/55183/253714/55010/196528/2073/25836/4171/10721/80010/57697/472/2072/672/4683/641/80311/84296/22909/10097/11073/10635/10111/2187/63979/2074/23137/29072/8295/26122/55159/55719/254394/54799/84250/5885/7486/23503/79677/7516/79728/25939/86/57634/54537/1387/151987/348654/57599/8317/4361/1111/6502/58493/84515/642636/158880/8438/8914/4175/54617/84893/64710/84464/1457/51444/5932/4173/54556/23613/55218/115004/51750/80314/22891/3364/3980/28990/57162/29128/157777/25/142/6117/23126/9643/55086/27336/11144/7334/8089/10213/10933/113510/7528/5888/55693/64859/5347/7156/56893/112441434/4172/79000/10902/64769/25788/9025/10524/5892/5890/23514/493861/254528/119392/5889/23028/6421/55317/8318/56160/2237/116028/5893
GO:0048193	Golgi vesicle transport	306	0.6057288167436703	1.3718244008362075	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10624	tags=67%, list=29%, signal=48%	9632/56907/57533/7109/54832/23033/120892/10564/122553/10802/51479/23074/2803/9648/6102/9871/4644/10640/22878/9515/9321/60561/9980/23230/8452/51125/10079/10466/50807/10484/9135/55614/23499/10427/6653/134957/9581/8615/164/4430/11196/80055/60684/84068/27252/3998/23041/8773/27032/10483/5584/50999/55770/1315/11031/2181/63971/4253/57511/51290/23233/22796/51014/6711/10434/286451/9276/83452/10525/9522/117177/27072/54536/55435/288/64145/1314/64764/55014/80262/372/6272/149371/22872/51552/81555/6683/163882/2060/51026/261729/399687/375056/51542/6643/9554/55297/6293/8548/54520/10890/9527/5870/64083/26958/51594/3064/10959/11236/9217/80006/9183/9950/57120/9919/4905/8729/55207/143187/55763/83548/9117/5537/55062/10016/84984/8774/59349/10972/7405/55204/23256/5587/4218/3638/5861/51128/57222/8613/146456/378/286/23760/8766/150786/26286/23299/100128327/583/84272/10490/374868/60412/1523/377/30845/56681/65258/10228/9382/23062/10342/5877/7805/9341/7415/6399/9218/22820/113419/63932/6836/128637/6642/57020/84084/29934/9570/9265/11014/10133/2801/123720/55973/8724/90196/1176/222068/11015/10239/114815/26984/29959/83696/6845/8943/2619/23163/84342/10282/1785/582/3996/29097/5034
GO:0016358	dendrite development	239	0.6029584065463138	1.3585229881571192	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11138	tags=68%, list=30%, signal=48%	3688/120892/9856/6792/8499/4205/26115/57498/4734/5592/80243/120114/9231/5597/9693/9201/55619/23271/6801/57520/5789/7804/50807/80312/170506/55236/23345/7337/2932/10611/54664/1982/5911/23043/4076/8609/10371/5062/4131/7779/7436/54149/2332/27067/8829/22849/116443/91137/4130/8301/4139/10642/22903/4891/221692/2043/653464/5048/8976/5530/27185/1399/5063/7074/547/57118/23011/10006/1630/8851/10160/26259/5802/23191/1902/23613/56896/23072/4038/84079/5663/1136/29904/1398/1608/5728/22891/23242/22906/9922/10152/1996/23181/10498/158866/5649/26052/382/378/9912/1141/25/4208/4133/23098/351/3066/54942/1600/26037/1139/585/1523/998/10507/26039/4204/1952/2048/2861/7162/8322/8550/473/50944/577/221935/65981/57580/51473/23327/144165/23380/26050/3251/57626/1501/11141/22871/6383/4168/124925/238/84879/8831/2146/50488/64689/23105/10013/4693/100528062/7533/1826/84816/582/4147/815/153090/11178/4135/114788/2534
GO:0007059	chromosome segregation	427	0.5958510799521302	1.3563083637143087	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10518	tags=65%, list=28%, signal=47%	10051/10274/9134/8239/57082/9928/259266/1894/324/10592/7153/157570/701/2491/1062/6491/79884/9113/8243/4288/64682/83990/79598/81930/56916/196528/10735/55193/25836/8850/64151/8452/81610/1654/57520/1063/472/283489/7175/9126/9897/7272/5925/151246/672/699/140609/56992/10097/81624/55125/9787/163786/3832/24137/23122/23411/23063/54801/83903/3796/1778/8658/29127/256006/27229/8467/23137/9493/29899/284071/26271/7150/54892/51776/8899/55839/55142/7155/9735/9525/55732/7273/27436/6732/23310/84142/9611/5885/6599/2908/101928601/157313/3619/9031/6601/9371/9874/26054/79677/54627/126731/23332/56159/23397/57492/23369/151648/6595/4085/55055/996/140710/55706/86/8289/64105/8697/25978/9698/2177/8678/55166/990/1060/22974/348654/10096/3837/285643/81027/5359/4361/4751/23172/10783/6790/192670/642636/10664/54908/9183/91687/22919/56852/54617/79441/7013/64793/8780/1457/55207/79682/84072/9700/51652/8940/54820/114791/10426/220134/10464/9918/10982/221150/56155/983/7405/5728/11339/11011/55143/401541/81929/27030/10388/79003/9750/150465/6047/1459/55274/1642/83540/5501/55355/29128/339834/55835/10615/348995/8766/10403/4292/79172/90417/348235/9133/9319/26065/11144/51510/891/998/51143/79023/57519/3192/55781/83852/23353/29117/10734/9184/51115/440145/55920/9639/4439/80254/25879/11130/6847/25936/11004/5347/55755/79980/7756/57132/7156/57405/4438/6605/92421/56776/113130/387/605/11044/144165/84944/6602/2801/146909/292/100507650/152185/2669/54930/5901/898/2316/158401/81565/10524/23383/245711/84191/64210/2959/54069/9391/4926/29945/29893/26112/5977/254528/84101/23255/7320/4605/56647/130951/317761
GO:0000209	protein polyubiquitination	262	0.5949144833206996	1.343593787702126	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11271	tags=70%, list=31%, signal=49%	257218/9354/22978/51366/64682/26191/54542/23352/25831/6872/4734/23077/80351/54778/57674/8452/1654/10075/867/7324/83737/672/4012/117584/4683/9320/57531/55016/220441/23304/7337/8658/27252/8065/151636/331/80829/23328/6049/23291/580/51514/64795/54765/9690/8450/10210/1499/64844/23219/9666/10346/200933/9870/81545/7267/143279/7189/996/7335/165918/22954/7128/10299/55884/57542/55284/8697/149041/64839/7326/7174/56254/329/9520/23321/596/84078/6502/9781/51465/51191/25948/7706/8945/92912/91947/9373/285671/3093/54941/5193/89910/63891/54708/7321/64127/4193/865/10277/9604/387921/10193/89890/85363/23220/7328/1161/6047/57162/220972/57154/23609/81790/57161/84675/117854/7323/223082/7319/80196/26263/26249/7334/81847/8767/10425/26268/1728/79102/26118/55626/80254/92369/54551/10475/8405/7336/23194/134111/8454/267/148203/51283/55905/56888/81844/23327/7681/55223/9246/54476/91445/25793/7726/11060/23608/9111/6737/5071/9025/84231/54926/7325/10758/29945/10013/7322/29089/642/27246/7320/23532/25847/6500/51433/90025/26272/23759/63893/55743/7327/84447/10393
GO:0016197	endosomal transport	292	0.592162473474787	1.339910743269666	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11897	tags=70%, list=32%, signal=48%	57533/7109/9765/84162/120892/8411/57182/9495/19/157680/51479/23074/200576/9648/4645/23527/22836/23317/23325/9185/5962/1213/25938/9201/10079/51361/9043/9897/55614/7840/54497/9372/30849/6653/9581/57724/57589/1130/81624/164/50618/401548/23085/7813/84910/23426/51762/10254/58533/163486/5594/9779/11149/55773/22853/9525/84376/9182/57679/51209/23779/55737/284697/6453/55745/8027/950/64145/9827/112574/54918/1601/23023/8301/55610/22876/6272/8723/4642/8898/51552/9110/25978/51534/2060/51026/8678/23258/51542/6643/81609/23603/6293/137492/54520/10890/9527/5870/51201/27236/5289/10311/23011/64089/7874/5868/25963/8729/55207/9559/143187/51652/54741/84079/4478/65977/4218/5604/51028/400/22863/84766/9367/51429/382/9912/23673/8766/8934/150786/64400/1639/85021/10490/8674/23339/51510/51143/30845/55275/7879/404636/757/10228/51271/55353/54551/253725/9341/88/57132/7415/30844/387680/6642/57020/51375/92421/7251/84084/29934/92241/10123/57706/27131/84440/6616/392/23484/23274/7430/55823/8724/2316/5071/57554/89853/282991/8878/8218/91056/2013/51699/80852/11021/4771/8943/201475/55317/112936/65009/51560/6714/63893/23585/55048/58513/25930/537/5987/1203/51617/91782/169166/79958
GO:0000082	G1/S transition of mitotic cell cycle	256	0.593560933815665	1.3397018811519972	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10111	tags=59%, list=27%, signal=43%	57695/9134/3688/9928/3624/324/144455/5934/6868/26057/6491/9113/5591/196528/5962/8462/55193/4921/8452/1654/586/472/5925/5311/163859/55904/163786/890/8065/10457/8554/91607/79577/26060/3312/5933/55159/6241/27085/23133/54619/1739/1021/6599/26058/8450/23236/6240/51339/6601/1871/26524/57492/6595/85417/6198/143384/8453/86/8289/990/1977/51322/2935/1956/901/596/8317/10106/5530/785/90/6502/7465/54617/595/10926/55198/5932/134353/1024/4193/5537/1030/983/993/10197/5728/128239/11319/8451/900/55274/835/5527/51379/10983/55835/51512/219736/91/7027/9133/10769/1981/1017/891/894/29117/79027/58480/55626/5356/1033/10385/123879/8454/10217/6605/83844/23026/1027/51692/605/1019/6347/5515/6602/4331/25959/2255/9314/10657/5310/25793/79960/9510/899/57521/898/301/5426/340152/245711/207/2146/1022/7325/8900/5977/3398
GO:0090068	positive regulation of cell cycle process	274	0.591891096467386	1.3380495510319492	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10786	tags=64%, list=29%, signal=46%	85459/10051/9134/57082/9928/546/79733/1894/144455/5469/10592/6868/26057/9585/6491/5962/4921/8850/64151/8452/65125/81610/9475/1654/7175/5586/5925/55023/50484/699/9787/55904/163786/137886/10635/10733/29766/1778/5087/29127/256006/23137/9493/29899/79915/79577/26271/54892/51514/6241/55719/27085/51776/9525/57057/84250/23310/3481/5885/8450/23236/252983/6240/3619/9371/79677/8556/153241/940/54627/23397/4085/25942/8555/1950/7474/8697/6683/8678/990/3553/1956/11113/348654/8317/5359/6790/56852/3480/54617/23276/23265/3552/595/10926/6840/5581/134353/9700/51652/220134/4193/3643/9918/221150/7039/983/993/55143/685/8451/51289/79848/382/5159/55835/10615/8766/10403/351/219736/7027/8502/1981/255324/891/998/51143/3192/894/55124/7124/55920/5356/8626/4882/51176/8444/113130/387/51692/1019/57504/84440/995/83695/2069/2255/4869/9510/57521/898/301/10524/55512/131870/207/2146/5890/2260/7325/4926/10869/994/23476/5336/3209/7320/5514/5889/9555/51433/9587/5155/55795
GO:0051056	regulation of small GTPase mediated signal transduction	300	0.5896163328875568	1.3346152787493113	1e-10	1.4834883720930233e-8	9.517747858017138e-9	9906	tags=63%, list=27%, signal=46%	394/55667/3688/57221/9928/5894/10564/4649/1894/50937/19/4763/4983/23362/84144/4853/23365/1452/3685/253959/9411/10565/23348/80243/85440/139818/9815/121512/4254/5962/23607/8452/55619/867/5294/57493/57148/57569/7204/11214/10672/57186/9743/6654/2059/6091/10260/6655/1794/143872/5291/64759/94134/57584/51306/81704/29127/9353/2149/9824/154796/7042/3845/2305/221178/10125/117178/7010/57679/57514/23779/8036/8829/2909/6453/1281/79822/23092/5922/93663/23075/8301/2245/27/10251/5924/83478/57480/286205/57568/84078/56990/285282/1399/90627/51571/7074/10451/90167/9448/117289/7126/9826/8997/8729/1902/56882/10928/2150/152273/10276/9649/4038/10982/8473/50650/1398/10144/89890/9922/9750/64283/23189/5649/382/26269/84952/9912/1795/25/395/1123/23094/83892/81848/26037/10395/26230/23108/9754/10507/1124/10617/5923/23229/7052/9289/2048/58480/9927/4233/408/23268/2203/9639/9901/202243/26053/8567/2064/440730/5516/10252/57142/84986/57580/79109/29/23380/55114/57706/9265/25959/392/23096/9938/2255/221472/4168/117/22821/79658/22898/8831/8878/7410/79933/257106
GO:0006302	double-strand break repair	323	0.5875396512681692	1.3315560242954803	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11142	tags=65%, list=30%, signal=46%	254225/5965/56907/5980/92797/283106/7158/157570/675/23347/5591/55183/253714/83990/23064/56916/55010/196528/2073/55193/25836/4171/10721/80010/57697/472/545/2072/79840/5422/672/4683/641/80311/84296/22909/10097/83666/11073/23411/10635/79184/10111/2187/151636/63979/2074/23137/29072/8295/9937/284071/26122/55159/1763/55719/2305/254394/7155/3981/54799/84250/84142/5885/57223/7486/6599/6601/7913/23503/79677/55345/57492/4436/6595/7516/165918/79728/25939/86/8289/57634/64858/54537/2177/1387/151987/348654/51111/57599/8317/9665/4361/1111/6502/58493/84515/642636/158880/8438/8914/4175/54617/55671/84893/64710/84464/1457/7468/51444/5932/24144/25913/22992/4173/54556/23613/55218/115004/2140/51750/80314/7520/7405/22891/3364/3980/93973/1161/28990/1459/55274/57162/29128/8091/157777/25/142/4292/1653/6117/23126/9643/55086/9319/27336/11144/7334/55775/64421/8089/10213/51567/10933/113510/7528/29117/7518/5888/55693/146956/64859/5347/7415/7156/7336/11077/200558/6605/56893/112441434/2138/56776/113130/605/11044/4172/6602/79000/83695/10902/64769/25788/78996/3146/51720/9025/10524/5892/5890/23514/5977/10038/2547/493861/254528/50485/119392/317761/5889/23028/2271/6421/55317/7157/5536/8318/56160/2237/116028/5893
GO:0006310	DNA recombination	346	0.5862834131001815	1.33124371670374	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11142	tags=65%, list=30%, signal=46%	254225/5965/5980/5788/92797/7158/7153/675/23347/7037/5591/55183/253714/83990/23064/56916/55010/196528/2073/25836/4171/10721/80010/57697/472/2072/79840/672/4683/641/80311/84296/22909/10097/11073/7292/3575/10635/5395/2956/23304/10111/2187/256006/63979/2074/9730/23137/29072/8295/79915/580/22976/3836/26122/55159/55719/254394/7155/54891/9156/3981/54799/84250/5885/7486/101928601/23503/4437/79677/940/55345/56159/4436/23075/7516/165918/79728/5896/25939/86/57634/54537/2177/84083/1387/151987/348654/51111/57599/8317/3838/4361/1111/6502/58493/84515/642636/158880/79725/8438/8914/7011/4175/54617/84893/64710/84464/1457/7468/51444/5932/4173/54556/23613/3007/55218/8940/115004/5130/3329/51750/3149/80314/7520/3586/22891/3364/84542/51377/3980/27030/93973/28990/57162/29128/339834/959/157777/25/121260/142/4292/6117/7247/23126/9643/55086/9319/8741/27336/80762/11144/7334/64421/8089/10213/64332/10933/113510/7528/3010/4841/7518/4439/5888/6847/55693/146956/64859/4798/5347/7014/7156/11077/200558/6830/51176/4438/7374/56893/112441434/50943/64919/92070/4172/22944/79000/83695/10902/64769/100507650/25788/78996/3146/158401/9025/10524/5892/5890/23514/164045/79703/118460/29893/2547/493861/254528/119392/7320/317761/5889/23028/6421/55317/51010/84057/57379/8318/56160/6832/2237/116028/5893
GO:1901988	negative regulation of cell cycle phase transition	287	0.58812029164661	1.3303858865056493	1e-10	1.4834883720930233e-8	9.517747858017138e-9	8735	tags=54%, list=24%, signal=42%	57082/57551/3624/55031/324/7158/144455/5934/701/51360/675/5781/5591/83990/9575/23376/60561/1063/472/545/7175/63967/7272/5925/672/699/4683/641/5311/163859/83666/11073/79184/83903/7508/10111/1112/151636/10457/2074/91607/79577/26271/580/51514/5933/55159/1763/51776/51347/8899/10116/9735/1739/84142/5885/26058/51339/3619/1432/1386/678/4436/4085/55055/323/440275/8555/79968/57646/988/2177/990/51322/4998/90381/348654/9675/596/10106/785/4361/1111/90/58493/7465/144715/54908/8914/9183/1407/25896/4067/5629/595/5932/84072/116224/220134/4193/1030/9656/5810/221150/56155/983/5728/3364/55143/10388/8451/900/80185/835/5527/83540/5884/51379/10403/54465/8883/51512/9319/10769/54888/11329/1017/891/51143/8720/261726/29117/79027/9184/5017/80254/5888/10385/11130/146956/64859/54962/29980/5347/55755/7756/57405/123879/10217/92421/23026/1027/6347/677/25959/83695
GO:0006913	nucleocytoplasmic transport	336	0.5859950043079836	1.3298638911321845	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11395	tags=67%, list=31%, signal=47%	51715/4775/120892/9147/51366/1894/5469/9972/8888/4763/4321/999/2033/9883/23049/5781/80208/23293/10527/4734/23325/65125/3842/5903/9631/23279/7175/4659/23195/64328/23165/54830/127933/9818/25909/2932/284/285190/57187/202151/29072/6310/6789/10526/11260/51496/5295/580/161424/26060/3836/3312/10892/8899/9877/103/84248/3839/26953/3267/2332/51319/4928/23633/1432/4686/26019/1386/3717/1871/868/5494/51068/3320/3786/51194/1660/55706/7514/727851/51307/3840/1977/3553/5784/643136/10762/3837/55153/1434/23039/5530/3838/55746/55916/3843/11097/6774/55705/6788/10768/23225/23534/653489/55198/729857/57510/9887/3313/53371/2737/11261/3458/60468/51808/29969/4193/7957/57122/5663/64901/3841/22794/983/7494/91746/6850/5587/23511/11052/81929/84455/55341/5569/4600/5501/7248/57154/1812/948/348995/57506/503542/55027/51569/2733/92335/5743/26263/54888/4927/6741/6672/55421/79023/55781/8720/55051/55437/4088/129401/10553/51684/6830/8021/55677/100101267/155435/1959/22916/1027/400966/23214/144165/65083/56478/5571/9688/7919/10628/10657/84220/5310/4869/5534/5901/5580/2316/402569/652/55696/207/8878/8480/84271/90865/10758/55122/10073/754/30000/55612/3181/9775/1994/7531/5514/729540/7157/9531/3087/9670/55795/131474/7341/54890/84946/5936/146059/4851/1408/9984/56000/29890/6428
GO:0051169	nuclear transport	336	0.5859950043079836	1.3298638911321845	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11395	tags=67%, list=31%, signal=47%	51715/4775/120892/9147/51366/1894/5469/9972/8888/4763/4321/999/2033/9883/23049/5781/80208/23293/10527/4734/23325/65125/3842/5903/9631/23279/7175/4659/23195/64328/23165/54830/127933/9818/25909/2932/284/285190/57187/202151/29072/6310/6789/10526/11260/51496/5295/580/161424/26060/3836/3312/10892/8899/9877/103/84248/3839/26953/3267/2332/51319/4928/23633/1432/4686/26019/1386/3717/1871/868/5494/51068/3320/3786/51194/1660/55706/7514/727851/51307/3840/1977/3553/5784/643136/10762/3837/55153/1434/23039/5530/3838/55746/55916/3843/11097/6774/55705/6788/10768/23225/23534/653489/55198/729857/57510/9887/3313/53371/2737/11261/3458/60468/51808/29969/4193/7957/57122/5663/64901/3841/22794/983/7494/91746/6850/5587/23511/11052/81929/84455/55341/5569/4600/5501/7248/57154/1812/948/348995/57506/503542/55027/51569/2733/92335/5743/26263/54888/4927/6741/6672/55421/79023/55781/8720/55051/55437/4088/129401/10553/51684/6830/8021/55677/100101267/155435/1959/22916/1027/400966/23214/144165/65083/56478/5571/9688/7919/10628/10657/84220/5310/4869/5534/5901/5580/2316/402569/652/55696/207/8878/8480/84271/90865/10758/55122/10073/754/30000/55612/3181/9775/1994/7531/5514/729540/7157/9531/3087/9670/55795/131474/7341/54890/84946/5936/146059/4851/1408/9984/56000/29890/6428
GO:0098813	nuclear chromosome segregation	323	0.5865537078693936	1.3293215557461318	1e-10	1.4834883720930233e-8	9.517747858017138e-9	11410	tags=67%, list=31%, signal=46%	10051/10274/9134/57082/9928/259266/1894/324/10592/7153/701/2491/1062/79884/9113/8243/64682/83990/79598/81930/196528/10735/55193/25836/8850/64151/8452/81610/57520/1063/472/283489/7175/9126/9897/7272/5925/699/56992/10097/55125/9787/3832/24137/23122/23411/23063/83903/3796/1778/29127/256006/8467/9493/284071/26271/54892/51776/8899/7155/9735/9525/7273/27436/23310/84142/5885/6599/101928601/3619/9031/6601/9371/54627/126731/23332/56159/23397/57492/151648/6595/4085/55055/996/55706/86/8289/64105/8697/25978/2177/8678/55166/990/1060/22974/348654/10096/3837/285643/4361/4751/23172/10783/6790/192670/54908/9183/22919/54617/7013/84072/9700/51652/220134/10464/9918/221150/56155/983/5728/55143/81929/27030/10388/79003/9750/150465/55274/1642/83540/5501/29128/339834/10615/8766/10403/4292/90417/348235/9133/9319/26065/11144/51510/891/998/51143/3192/55781/23353/29117/10734/9184/51115/440145/55920/9639/4439/25879/11130/6847/25936/11004/5347/55755/79980/7756/57132/57405/4438/6605/92421/56776/113130/387/605/11044/144165/84944/6602/2801/146909/100507650/152185/2669/5901/898/2316/158401/10524/245711/4926/29945/29893/5977/254528/84101/7320/4605/56647/130951/317761/51433/9587/55795/3833/84057/9055/116028/55743/4733/286053/148479/332
GO:0034504	protein localization to nucleus	320	0.5853579985675514	1.326464075443373	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10807	tags=65%, list=29%, signal=47%	51715/4775/120892/114882/51366/1894/55127/5469/9972/4763/200576/4321/999/2033/9883/7037/9113/80208/10527/23607/9201/23515/3842/5903/9631/7175/26108/51804/9818/83666/23345/2932/284/285190/151636/9451/6789/10526/5295/580/26060/3836/3312/103/3839/26953/7486/4928/10210/23633/11143/1432/1386/3717/1871/3716/26524/26092/868/25942/51068/3320/3786/2475/51194/7514/10979/727851/51307/10413/3840/4001/1387/25885/10762/3837/1434/27042/5530/785/3838/55746/255919/3843/6774/55705/6788/7534/22948/23534/653489/55198/6950/729857/6495/53371/4931/149628/2737/11261/3458/9258/29969/4193/7957/55035/57122/5663/64901/3841/5910/983/7494/6850/5587/23511/1495/5241/84455/5569/55726/27348/1812/948/25937/142/57506/351/503542/5532/55027/10576/51569/11006/56957/83860/83593/585/5743/387082/4927/6672/64771/3192/8720/23353/2752/4088/129401/51684/908/5356/1736/51208/5347/163590/8021/100101267/10575/6934/10694/129685/400966/1861/144165/56478/51574/9688/10628/84220/81788/5534/4140/3985/5901/5580/2316/402569/652/55696/9913/207/8878/9500/6612/90865/10758/2634/55122/10073/10049/754/30000/84897/55612/4771/1994/7531/5514/729540/6500/1277/166614/84154/7157/9531/3087/9670/7341
GO:0007264	small GTPase-mediated signal transduction	490	0.5796907708337677	1.3232465062765952	1e-10	1.4834883720930233e-8	9.517747858017138e-9	8770	tags=57%, list=24%, signal=44%	394/55667/54734/3688/1012/57221/9928/5894/6093/120892/10564/4649/1894/50937/1121/19/4763/4983/23362/1122/84144/4853/23365/1452/3685/253959/9411/10565/23348/80243/85440/139818/9815/121512/27314/4254/10787/5962/23607/8452/9732/9693/9475/9908/55619/867/5294/57493/57148/57569/55704/7204/9101/11214/10672/9771/5925/57186/9743/6654/2059/57531/8615/6091/10260/6655/1794/890/143872/5291/64759/116442/94134/57584/51306/81704/29127/9353/5911/2149/283455/9824/9855/154796/7042/3845/2305/57826/221178/10125/4893/55103/117178/7010/57679/57514/51495/51209/23779/220164/83452/8036/8829/2909/3988/6453/1281/79822/10146/55333/23092/5922/93663/57698/23075/54453/8301/2245/23179/27/5908/55288/10251/5924/11069/440107/83478/57480/22931/286205/84812/57568/80005/6386/5337/84078/56990/285282/1399/90627/51571/7074/10451/185/23011/90167/9448/9710/8844/10160/117289/8936/7126/9826/23191/8997/8729/1902/10971/56882/10928/2150/152273/11261/8727/10276/9649/4038/25780/1793/9886/1278/65979/10982/8473/50650/1398/128239/10144/89890/9620/2247/9922/22800/153020/9750/64283/10152/23189/10163/5649/6016/9367/382/2889/2665/26269/4925/84952/9912/1795/1718/25/395/1123/440193/2768/23094/5906/83892/81848/1600/26037/10395/5898/10769/26230/8315/1017/23108/9754/5899/998/10507/1124/8874/10617/5923/23229/7052/9289/2048/58480/9927/4233/408/376267/23268/9844/2203/9639/22808/9901/202243/373509/26053/8567/2064/440730/5877/51196/2885/5516/10252/51735/8550/23682/5912/57142/84986/2782/57580/28512/23433/387/79109/29/84084/10630/23380/55114/57706/9265/8412/25959/85004/392/23096/399
GO:0051656	establishment of organelle localization	484	0.5791034433631215	1.321817319935407	1e-10	1.4834883720930233e-8	9.517747858017138e-9	10920	tags=64%, list=30%, signal=46%	56907/7109/6571/3688/57082/9928/120892/122553/3676/1894/8832/324/55088/1062/8499/4645/80208/26115/8867/4644/3091/85440/81930/10640/23224/22878/9321/8850/8452/81610/867/1063/10079/30817/472/5294/283489/23195/23095/7272/5925/3799/6867/157769/54874/4976/164/23122/23411/137886/60684/55930/1778/57584/29127/23025/8773/26985/79443/23287/29899/55770/23291/357/284071/161424/4131/5170/55773/11127/9735/117583/9525/84376/10125/63971/27436/1739/23233/84142/84327/66008/1499/55717/636/93664/3619/84100/9371/284697/153241/5108/8027/23332/54536/55435/10128/151648/4085/55055/10497/51068/8301/10015/7514/4139/8723/149371/8697/25978/6683/8546/55288/10059/4001/8678/55166/23303/1060/23208/3800/5048/3837/26258/55153/8976/6386/79789/5870/4751/116449/26958/23172/11235/6814/3064/547/54908/10959/5873/80006/9183/57102/22919/4067/5314/7534/23265/7013/9919/8729/9700/51652/54820/26128/55212/55763/3458/55327/220134/5537/2697/55062/10464/5663/10016/84984/161176/221150/8825/59349/10972/56155/983/51566/6850/162282/56288/3798/55143/81929/10947/3815/22906/79648/79003/5861/55341/51128/695/150465/8618/26052/83540/22920/7248/10615/5080/4133/8766/10403/4292/26286/23299/90417/8013/4033/284021/583/348235/1639/55686/60412/51510/4927/10814/891/998/3192/55781/51134/4204/63915/23353/55860/56681/7879/9184/51115/55920/9342/11280/11130/10579/25936/2624/11004/10342/1058/5347/83930/55755/79980/7756/9846/57132/6399/5729/10252/57405/22820/4134/55638/29058/92421/56776/64149/113130/7251/25893/4627/1780/1861/6812/6616/80179/2255/8195/4647/22871/5310/4869/152185/7430/2669/3985/5901/5071/118426/136/81565/4935/10524/55512/245711/474384/282991/1176/81575/65018/4926/10013/10239/81/3598/6385/83696/6845/8943/7320/56647/6585/1785/3996/8517/10253/3833/84946/7314/2268
