query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.0030234511873994062,860,4049,197,0.04865398863917016,0.22906976744186047,GO:0036477,GO:CC,somatodendritic compartment,22149,1684,
query_1,TRUE,0.00306011907457953,103,5524,42,0.007603186097031137,0.4077669902912621,GO:1902493,GO:CC,acetyltransferase complex,22149,3601,
query_1,TRUE,0.0030961423689369184,15,504,4,0.007936507936507936,0.26666666666666666,GO:0045120,GO:CC,pronucleus,22149,2091,
query_1,TRUE,0.003115212148590565,7,1243,4,0.003218020917135961,0.5714285714285714,GO:0030893,GO:CC,meiotic cohesin complex,22149,966,
query_1,TRUE,0.003115212148590565,27,3957,13,0.0032853171594642407,0.48148148148148145,GO:0032839,GO:CC,dendrite cytoplasm,22149,1303,
query_1,TRUE,0.0032226449537729606,582,4520,153,0.033849557522123895,0.26288659793814434,GO:0010008,GO:CC,endosome membrane,22149,645,
query_1,TRUE,0.003416625296401358,162,3073,39,0.01269118125610153,0.24074074074074073,GO:0005814,GO:CC,centriole,22149,354,
query_1,TRUE,0.003553830091881141,13,1159,5,0.004314063848144953,0.38461538461538464,GO:0044615,GO:CC,nuclear pore nuclear basket,22149,2054,
query_1,TRUE,0.0036088150956937303,9,71,2,0.028169014084507043,0.2222222222222222,GO:0160064,GO:CC,multi-pass translocon complex,22149,3550,
query_1,TRUE,0.003819025835535076,7,504,3,0.005952380952380952,0.42857142857142855,GO:0001940,GO:CC,male pronucleus,22149,162,
query_1,TRUE,0.00422755711168622,16,4721,10,0.0021181952976064393,0.625,GO:0010369,GO:CC,chromocenter,22149,661,
query_1,TRUE,0.0043174554989870864,10,2696,6,0.002225519287833828,0.6,GO:0042564,GO:CC,NLS-dependent protein nuclear import complex,22149,1751,
query_1,TRUE,0.004542303032556486,102,3712,31,0.008351293103448275,0.30392156862745096,GO:0031248,GO:CC,protein acetyltransferase complex,22149,1043,
query_1,TRUE,0.004624517553320559,30,4724,15,0.0031752751905165114,0.5,GO:0044295,GO:CC,axonal growth cone,22149,2010,
query_1,TRUE,0.004624517553320559,9,4724,7,0.0014817950889077054,0.7777777777777778,GO:0044294,GO:CC,dendritic growth cone,22149,2009,
query_1,TRUE,0.00548308974726888,89,3957,29,0.007328784432650998,0.3258426966292135,GO:0120111,GO:CC,neuron projection cytoplasm,22149,3390,
query_1,TRUE,0.005853209714871235,13,5215,9,0.0017257909875359539,0.6923076923076923,GO:0031261,GO:CC,DNA replication preinitiation complex,22149,1055,
query_1,TRUE,0.00631031055296475,11,3734,7,0.0018746652383502945,0.6363636363636364,GO:0000235,GO:CC,astral microtubule,22149,38,
query_1,TRUE,0.00631031055296475,11,3734,7,0.0018746652383502945,0.6363636363636364,GO:0005818,GO:CC,aster,22149,357,
query_1,TRUE,0.00631031055296475,18,1426,6,0.004207573632538569,0.3333333333333333,GO:0031527,GO:CC,filopodium membrane,22149,1132,
query_1,TRUE,0.006584940929679813,11,1644,5,0.0030413625304136255,0.45454545454545453,GO:0071162,GO:CC,CMG complex,22149,2627,
query_1,TRUE,0.006700522664179643,209,4298,60,0.013959981386691484,0.28708133971291866,GO:0055037,GO:CC,recycling endosome,22149,2190,
query_1,TRUE,0.006725403057409994,1562,4791,389,0.08119390523898977,0.24903969270166454,GO:0031984,GO:CC,organelle subcompartment,22149,1201,
query_1,TRUE,0.007181769489430067,3,2049,3,0.0014641288433382138,1,GO:0005971,GO:CC,ribonucleoside-diphosphate reductase complex,22149,469,
query_1,TRUE,0.007181769489430067,1076,2335,146,0.06252676659528908,0.13568773234200743,GO:0099081,GO:CC,supramolecular polymer,22149,3271,
query_1,TRUE,0.0074514200514761075,18,4380,10,0.00228310502283105,0.5555555555555556,GO:0098831,GO:CC,presynaptic active zone cytoplasmic component,22149,3201,
query_1,TRUE,0.0074929555351526955,36,4465,16,0.0035834266517357225,0.4444444444444444,GO:0099522,GO:CC,cytosolic region,22149,3296,
query_1,TRUE,0.007579290376837022,129,5573,49,0.008792391889467073,0.3798449612403101,GO:0005923,GO:CC,bicellular tight junction,22149,437,
query_1,TRUE,0.007633969740249253,155,5573,57,0.010227884442849453,0.36774193548387096,GO:0043296,GO:CC,apical junction complex,22149,1865,
query_1,TRUE,0.007892832630958121,183,2080,31,0.014903846153846155,0.16939890710382513,GO:0044309,GO:CC,neuron spine,22149,2024,
query_1,TRUE,0.007892832630958121,14,71,2,0.028169014084507043,0.14285714285714285,GO:0072379,GO:CC,ER membrane insertion complex,22149,2732,
query_1,TRUE,0.008039277163924686,10,4477,7,0.0015635470180924726,0.7,GO:0031080,GO:CC,nuclear pore outer ring,22149,1010,
query_1,TRUE,0.008138580319682757,2,681,2,0.002936857562408223,1,GO:0002944,GO:CC,cyclin K-CDK12 complex,22149,190,
query_1,TRUE,0.008138580319682757,129,5446,48,0.008813808299669483,0.37209302325581395,GO:0034451,GO:CC,centriolar satellite,22149,1455,
query_1,TRUE,0.00814860523672228,6,3977,5,0.001257229067136032,0.8333333333333334,GO:0070533,GO:CC,BRCA1-C complex,22149,2444,
query_1,TRUE,0.008324418695522647,117,2046,22,0.010752688172043012,0.18803418803418803,GO:0044853,GO:CC,plasma membrane raft,22149,2084,
query_1,TRUE,0.008344575932248,77,5520,32,0.005797101449275362,0.4155844155844156,GO:0005905,GO:CC,clathrin-coated pit,22149,425,
query_1,TRUE,0.008697337844182659,12,2499,6,0.0024009603841536613,0.5,GO:0044666,GO:CC,MLL3/4 complex,22149,2057,
query_1,TRUE,0.008697337844182659,3,2243,3,0.0013374944271065537,1,GO:0120098,GO:CC,procentriole,22149,3380,
query_1,TRUE,0.008721724295137595,24,4465,12,0.0026875699888017916,0.5,GO:0099524,GO:CC,postsynaptic cytosol,22149,3298,
query_1,TRUE,0.009176831604391431,1068,2335,144,0.061670235546038545,0.1348314606741573,GO:0099512,GO:CC,supramolecular fiber,22149,3294,
query_1,TRUE,0.00926089275832848,26,5380,14,0.0026022304832713753,0.5384615384615384,GO:0019908,GO:CC,nuclear cyclin-dependent protein kinase holoenzyme complex,22149,804,
query_1,TRUE,0.009461735520531077,8,4380,6,0.0013698630136986301,0.75,GO:0048788,GO:CC,cytoskeleton of presynaptic active zone,22149,2180,
query_1,TRUE,0.009729904475580373,101,4142,32,0.00772573635924674,0.31683168316831684,GO:0032587,GO:CC,ruffle membrane,22149,1288,
query_1,TRUE,0.009745686522840576,3,2355,3,0.0012738853503184713,1,GO:0031436,GO:CC,BRCA1-BARD1 complex,22149,1090,
query_1,TRUE,0.010049568870381078,10,504,3,0.005952380952380952,0.3,GO:0001939,GO:CC,female pronucleus,22149,161,
query_1,TRUE,0.010049568870381078,103,5337,39,0.007307476110174255,0.3786407766990291,GO:0034708,GO:CC,methyltransferase complex,22149,1511,
query_1,TRUE,0.010288889764361289,88,2091,18,0.00860832137733142,0.20454545454545456,GO:0016328,GO:CC,lateral plasma membrane,22149,713,
query_1,TRUE,0.010487241862153409,136,1673,21,0.012552301255230125,0.15441176470588236,GO:0070160,GO:CC,tight junction,22149,2374,
query_1,TRUE,0.010487241862153409,6,2243,4,0.0017833259028087382,0.6666666666666666,GO:0098536,GO:CC,deuterosome,22149,3109,
query_1,TRUE,0.010487241862153409,39,5134,18,0.003506038176860148,0.46153846153846156,GO:0031463,GO:CC,Cul3-RING ubiquitin ligase complex,22149,1093,
query_1,TRUE,0.01067537491556554,7,779,3,0.0038510911424903724,0.42857142857142855,GO:0032127,GO:CC,dense core granule membrane,22149,1221,
query_1,TRUE,0.010869675237253002,5,2946,4,0.0013577732518669382,0.8,GO:0045180,GO:CC,basal cortex,22149,2101,
query_1,TRUE,0.012010384605542329,68,5380,28,0.0052044609665427505,0.4117647058823529,GO:0000307,GO:CC,cyclin-dependent protein kinase holoenzyme complex,22149,42,
query_1,TRUE,0.01311203470447794,3,2645,3,0.0011342155009451795,1,GO:1990423,GO:CC,RZZ complex,22149,3868,
query_1,TRUE,0.013135163212792733,3,2651,3,0.001131648434552999,1,GO:0034666,GO:CC,integrin alpha2-beta1 complex,22149,1480,
query_1,TRUE,0.013509071779097746,3,543,2,0.003683241252302026,0.6666666666666666,GO:1990112,GO:CC,RQC complex,22149,3757,
query_1,TRUE,0.01456011457026226,220,4410,62,0.014058956916099773,0.2818181818181818,GO:0030136,GO:CC,clathrin-coated vesicle,22149,887,
query_1,TRUE,0.014956420664579508,2,986,2,0.002028397565922921,1,GO:0034682,GO:CC,integrin alphav-beta1 complex,22149,1493,
query_1,TRUE,0.015097850470225183,22,5328,12,0.0022522522522522522,0.5454545454545454,GO:0070822,GO:CC,Sin3-type complex,22149,2500,
query_1,TRUE,0.0155495253333031,16,2028,6,0.0029585798816568047,0.375,GO:0030127,GO:CC,COPII vesicle coat,22149,878,
query_1,TRUE,0.0155495253333031,51,5328,22,0.004129129129129129,0.43137254901960786,GO:0031519,GO:CC,PcG protein complex,22149,1126,
query_1,TRUE,0.015777837476780365,3,596,2,0.003355704697986577,0.6666666666666666,GO:0034668,GO:CC,integrin alpha4-beta1 complex,22149,1482,
query_1,TRUE,0.016342989464334896,21,74,2,0.02702702702702703,0.09523809523809523,GO:1902710,GO:CC,GABA receptor complex,22149,3631,
query_1,TRUE,0.016342989464334896,118,5069,41,0.008088380351154074,0.3474576271186441,GO:0030863,GO:CC,cortical cytoskeleton,22149,953,
query_1,TRUE,0.01748074379028494,33,1649,8,0.004851425106124924,0.24242424242424243,GO:0031941,GO:CC,filamentous actin,22149,1183,
query_1,TRUE,0.01879008567567102,179,2080,29,0.013942307692307693,0.16201117318435754,GO:0043197,GO:CC,dendritic spine,22149,1829,
query_1,TRUE,0.018998466625985665,51,5058,21,0.004151838671411625,0.4117647058823529,GO:0030118,GO:CC,clathrin coat,22149,869,
query_1,TRUE,0.020963973804523837,24,2415,8,0.0033126293995859213,0.3333333333333333,GO:0016327,GO:CC,apicolateral plasma membrane,22149,712,
query_1,TRUE,0.021668751756317058,6,5067,5,9.867771857114663e-4,0.8333333333333334,GO:0048179,GO:CC,activin receptor complex,22149,2152,
query_1,TRUE,0.021668751756317058,3,712,2,0.0028089887640449437,0.6666666666666666,GO:0038039,GO:CC,G protein-coupled receptor heterodimeric complex,22149,1691,
query_1,TRUE,0.02186399984175485,3,718,2,0.002785515320334262,0.6666666666666666,GO:0044611,GO:CC,nuclear pore inner ring,22149,2050,
query_1,TRUE,0.022191973414007075,41,1067,7,0.006560449859418931,0.17073170731707318,GO:0099086,GO:CC,synaptonemal structure,22149,3272,
query_1,TRUE,0.022191973414007075,41,1067,7,0.006560449859418931,0.17073170731707318,GO:0000795,GO:CC,synaptonemal complex,22149,95,
query_1,TRUE,0.022266573431934677,31,729,5,0.006858710562414266,0.16129032258064516,GO:0016342,GO:CC,catenin complex,22149,714,
query_1,TRUE,0.023173893977629773,92,4061,28,0.006894853484363458,0.30434782608695654,GO:0000123,GO:CC,histone acetyltransferase complex,22149,9,
query_1,TRUE,0.02389606652810639,99,2020,18,0.00891089108910891,0.18181818181818182,GO:0005902,GO:CC,microvillus,22149,423,
query_1,TRUE,0.02426069498700794,83,2046,16,0.007820136852394917,0.1927710843373494,GO:0005901,GO:CC,caveola,22149,422,
query_1,TRUE,0.024777323560541232,8,5380,6,0.0011152416356877324,0.75,GO:0008024,GO:CC,cyclin/CDK positive transcription elongation factor complex,22149,472,
query_1,TRUE,0.025255137611790508,22,4142,10,0.0024142926122646064,0.45454545454545453,GO:0031258,GO:CC,lamellipodium membrane,22149,1052,
query_1,TRUE,0.025304441050217997,17,3733,8,0.0021430484864720066,0.47058823529411764,GO:0090443,GO:CC,FAR/SIN/STRIPAK complex,22149,2773,
query_1,TRUE,0.025526941118191294,7,1109,3,0.002705139765554554,0.42857142857142855,GO:0043203,GO:CC,axon hillock,22149,1832,
query_1,TRUE,0.02564310344646873,454,2151,62,0.02882380288238029,0.13656387665198239,GO:0097060,GO:CC,synaptic membrane,22149,2831,
query_1,TRUE,0.025795432529841823,174,4558,51,0.011189118034225537,0.29310344827586204,GO:0036064,GO:CC,ciliary basal body,22149,1646,
query_1,TRUE,0.026035229288847567,93,5481,35,0.006385696040868455,0.3763440860215054,GO:0042641,GO:CC,actomyosin,22149,1779,
query_1,TRUE,0.026176424080583384,96,5099,34,0.006667974112571092,0.3541666666666667,GO:0005798,GO:CC,Golgi-associated vesicle,22149,349,
query_1,TRUE,0.026176424080583384,13,4019,7,0.0017417267977108733,0.5384615384615384,GO:1990909,GO:CC,Wnt signalosome,22149,4012,
query_1,TRUE,0.026176424080583384,351,3635,77,0.021182943603851444,0.21937321937321938,GO:0030139,GO:CC,endocytic vesicle,22149,889,
query_1,TRUE,0.02630981107530694,33,1791,8,0.00446677833612507,0.24242424242424243,GO:0000803,GO:CC,sex chromosome,22149,100,
query_1,TRUE,0.026332258964235453,19,4989,10,0.0020044097013429546,0.5263157894736842,GO:0032433,GO:CC,filopodium tip,22149,1271,
query_1,TRUE,0.02683087363210925,24,4482,11,0.0024542614904060687,0.4583333333333333,GO:0098845,GO:CC,postsynaptic endosome,22149,3212,
query_1,TRUE,0.02683087363210925,3,3559,3,8.429334082607474e-4,1,GO:0070939,GO:CC,Dsl1/NZR complex,22149,2520,
query_1,TRUE,0.02683087363210925,2,46,1,0.021739130434782608,0.5,GO:0097135,GO:CC,cyclin E2-CDK2 complex,22149,2854,
query_1,TRUE,0.027984742540287492,143,4955,46,0.009283551967709384,0.32167832167832167,GO:0042383,GO:CC,sarcolemma,22149,1745,
query_1,TRUE,0.028039908617576673,123,1649,18,0.010915706488781079,0.14634146341463414,GO:0005884,GO:CC,actin filament,22149,407,
query_1,TRUE,0.028349756386380275,109,3794,30,0.00790722192936215,0.27522935779816515,GO:0032588,GO:CC,trans-Golgi network membrane,22149,1289,
query_1,TRUE,0.02842001896248141,1,99,1,0.010101010101010102,1,GO:0009330,GO:CC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",22149,517,
query_1,TRUE,0.028469509621546332,122,3074,28,0.009108653220559532,0.22950819672131148,GO:0005881,GO:CC,cytoplasmic microtubule,22149,404,
query_1,TRUE,0.028518187668056246,69,4310,23,0.0053364269141531325,0.3333333333333333,GO:0099023,GO:CC,vesicle tethering complex,22149,3264,
query_1,TRUE,0.028912470535747543,360,2168,51,0.0235239852398524,0.14166666666666666,GO:0031253,GO:CC,cell projection membrane,22149,1047,
query_1,TRUE,0.029158575552866415,3,3701,3,8.105917319643339e-4,1,GO:0008074,GO:CC,"guanylate cyclase complex, soluble",22149,473,
query_1,TRUE,0.029780622209392007,2,1532,2,0.0013054830287206266,1,GO:0034686,GO:CC,integrin alphav-beta8 complex,22149,1497,
query_1,TRUE,0.030323719865555522,7,4475,5,0.0011173184357541898,0.7142857142857143,GO:0034751,GO:CC,aryl hydrocarbon receptor complex,22149,1533,
query_1,TRUE,0.03173408070201246,6,19,1,0.05263157894736842,0.16666666666666666,GO:0030015,GO:CC,CCR4-NOT core complex,22149,839,
query_1,TRUE,0.03173573960108933,2562,4830,610,0.12629399585921325,0.23809523809523808,GO:0097708,GO:CC,intracellular vesicle,22149,3068,
query_1,TRUE,0.03179657724535316,200,3231,43,0.013308573197152585,0.215,GO:0030662,GO:CC,coated vesicle membrane,22149,926,
query_1,TRUE,0.03179657724535316,5,4145,4,9.650180940892642e-4,0.8,GO:0005658,GO:CC,alpha DNA polymerase:primase complex,22149,251,
query_1,TRUE,0.03195791576849682,3,941,2,0.0021253985122210413,0.6666666666666666,GO:0043291,GO:CC,RAVE complex,22149,1861,
query_1,TRUE,0.03199107772227143,16,5275,9,0.0017061611374407583,0.5625,GO:0016586,GO:CC,RSC-type complex,22149,735,
query_1,TRUE,0.03213378596308739,118,1,1,1,0.00847457627118644,GO:0005776,GO:CC,autophagosome,22149,330,
query_1,TRUE,0.03273712514022206,77,2748,18,0.006550218340611353,0.23376623376623376,GO:0016529,GO:CC,sarcoplasmic reticulum,22149,732,
query_1,TRUE,0.03328739553532934,408,1608,44,0.02736318407960199,0.10784313725490197,GO:0016324,GO:CC,apical plasma membrane,22149,711,
query_1,TRUE,0.03370258023324386,2556,4830,608,0.125879917184265,0.2378716744913928,GO:0031410,GO:CC,cytoplasmic vesicle,22149,1078,
query_1,TRUE,0.03412611720652211,3,3970,3,7.556675062972292e-4,1,GO:0034455,GO:CC,t-UTP complex,22149,1456,
query_1,TRUE,0.03412611720652211,9,2003,4,0.00199700449326011,0.4444444444444444,GO:0016600,GO:CC,flotillin complex,22149,742,
query_1,TRUE,0.03412611720652211,18,5587,10,0.0017898693395382137,0.5555555555555556,GO:0043034,GO:CC,costamere,22149,1812,
query_1,TRUE,0.03484087838504553,419,3269,81,0.024778219639033344,0.19331742243436753,GO:0016607,GO:CC,nuclear speck,22149,747,
query_1,TRUE,0.03597880617274465,64,573,6,0.010471204188481676,0.09375,GO:1904115,GO:CC,axon cytoplasm,22149,3667,
query_1,TRUE,0.03621558459002322,3,46,1,0.021739130434782608,0.3333333333333333,GO:0097134,GO:CC,cyclin E1-CDK2 complex,22149,2853,
query_1,TRUE,0.03626158719295649,6,3382,4,0.0011827321111768185,0.6666666666666666,GO:0032133,GO:CC,chromosome passenger complex,22149,1222,
query_1,TRUE,0.03626158719295649,9,3409,5,0.0014667057788207685,0.5555555555555556,GO:0043657,GO:CC,host cell,22149,1900,
query_1,TRUE,0.03626158719295649,1,140,1,0.007142857142857143,1,GO:0034677,GO:CC,integrin alpha7-beta1 complex,22149,1488,
query_1,TRUE,0.03626158719295649,9,3409,5,0.0014667057788207685,0.5555555555555556,GO:0018995,GO:CC,host cellular component,22149,774,
query_1,TRUE,0.03641412758921758,6,3395,4,0.00117820324005891,0.6666666666666666,GO:0070937,GO:CC,CRD-mediated mRNA stability complex,22149,2518,
query_1,TRUE,0.03721618587614491,3,4142,3,7.242877836793819e-4,1,GO:0035866,GO:CC,alphav-beta3 integrin-PKCalpha complex,22149,1616,
query_1,TRUE,0.0378436952295663,2,74,1,0.013513513513513514,0.5,GO:1902712,GO:CC,G protein-coupled GABA receptor complex,22149,3633,
query_1,TRUE,0.038100366975178455,9,2089,4,0.0019147917663954045,0.4444444444444444,GO:0005916,GO:CC,fascia adherens,22149,430,
query_1,TRUE,0.038883756631793456,2,1841,2,0.0010863661053775121,1,GO:0034675,GO:CC,integrin alpha6-beta1 complex,22149,1486,
query_1,TRUE,0.03912584099823955,33,4884,14,0.0028665028665028664,0.42424242424242425,GO:0031528,GO:CC,microvillus membrane,22149,1133,
query_1,TRUE,0.039211245187364276,22,4515,10,0.0022148394241417496,0.45454545454545453,GO:0005828,GO:CC,kinetochore microtubule,22149,366,
query_1,TRUE,0.039211245187364276,321,2080,44,0.021153846153846155,0.13707165109034267,GO:0045211,GO:CC,postsynaptic membrane,22149,2103,
query_1,TRUE,0.03955203608312047,8,4069,5,0.001228803145736053,0.625,GO:0098895,GO:CC,postsynaptic endosome membrane,22149,3234,
query_1,TRUE,0.041692651592075046,190,5239,60,0.011452567283832793,0.3157894736842105,GO:0031461,GO:CC,cullin-RING ubiquitin ligase complex,22149,1091,
query_1,TRUE,0.04213090843716262,9,5262,6,0.0011402508551881414,0.6666666666666666,GO:0014731,GO:CC,spectrin-associated cytoskeleton,22149,678,
query_1,TRUE,0.04284763861750936,59,4390,20,0.004555808656036446,0.3389830508474576,GO:0098636,GO:CC,protein complex involved in cell adhesion,22149,3155,
query_1,TRUE,0.04333950146571676,9,1087,3,0.0027598896044158236,0.3333333333333333,GO:0031095,GO:CC,platelet dense tubular network membrane,22149,1022,
query_1,TRUE,0.043375965135381334,3,4423,3,6.782726656115759e-4,1,GO:0016939,GO:CC,kinesin II complex,22149,755,
query_1,TRUE,0.043900184076122936,2,2006,2,9.970089730807576e-4,1,GO:0090535,GO:CC,WICH complex,22149,2778,
query_1,TRUE,0.043900184076122936,2,2006,2,9.970089730807576e-4,1,GO:0031213,GO:CC,RSF complex,22149,1034,
query_1,TRUE,0.043900184076122936,5,4668,4,8.56898029134533e-4,0.8,GO:0030981,GO:CC,cortical microtubule cytoskeleton,22149,987,
query_1,TRUE,0.043900184076122936,2,2006,2,9.970089730807576e-4,1,GO:0016590,GO:CC,ACF complex,22149,738,
query_1,TRUE,0.043900184076122936,2,2006,2,9.970089730807576e-4,1,GO:0090536,GO:CC,NoRC complex,22149,2779,
query_1,TRUE,0.04489525825363902,73,4010,22,0.005486284289276808,0.3013698630136986,GO:0016234,GO:CC,inclusion body,22149,705,
query_1,TRUE,0.04544080297365045,319,1652,36,0.021791767554479417,0.11285266457680251,GO:0030667,GO:CC,secretory granule membrane,22149,930,
query_1,TRUE,0.04557063240744941,25,4686,11,0.002347417840375587,0.44,GO:0031462,GO:CC,Cul2-RING ubiquitin ligase complex,22149,1092,
query_1,TRUE,0.04567424538635344,2,96,1,0.010416666666666666,0.5,GO:0180019,GO:CC,Knl1/Spc105 complex,22149,3592,
query_1,TRUE,0.04601864497665301,1,194,1,0.005154639175257732,1,GO:0033593,GO:CC,BRCA2-MAGE-D1 complex,22149,1397,
query_1,TRUE,0.04601864497665301,3,1221,2,0.001638001638001638,0.6666666666666666,GO:0032301,GO:CC,MutSalpha complex,22149,1260,
query_1,TRUE,0.04609104390163893,14,1369,4,0.0029218407596785976,0.2857142857142857,GO:0044292,GO:CC,dendrite terminus,22149,2007,
query_1,TRUE,0.04629596979372191,4,876,2,0.00228310502283105,0.5,GO:0097452,GO:CC,GAIT complex,22149,2941,
query_1,TRUE,0.04675332428383597,7,5116,5,9.77326035965598e-4,0.7142857142857143,GO:0036449,GO:CC,microtubule minus-end,22149,1679,
query_1,TRUE,0.047210155826822815,53,4310,18,0.004176334106728539,0.33962264150943394,GO:0044232,GO:CC,organelle membrane contact site,22149,1998,
query_1,TRUE,0.04765780130137102,3,1254,2,0.001594896331738437,0.6666666666666666,GO:0170027,GO:CC,SKA complex,22149,3586,
query_1,TRUE,0.04765780130137102,101,5284,35,0.006623769871309614,0.3465346534653465,GO:0000932,GO:CC,P-body,22149,122,
query_1,TRUE,0.048469373067352856,84,3705,23,0.006207827260458839,0.27380952380952384,GO:0030670,GO:CC,phagocytic vesicle membrane,22149,933,
query_1,TRUE,0.04896316183169635,169,2318,28,0.012079378774805867,0.16568047337278108,GO:0019814,GO:CC,immunoglobulin complex,22149,792,
query_1,TRUE,2.834243778329492e-18,1558,3092,376,0.12160413971539456,0.24133504492939667,GO:0032559,GO:MF,adenyl ribonucleotide binding,20246,4212,
query_1,TRUE,9.444189471241024e-18,1516,3092,365,0.11804657179818888,0.2407651715039578,GO:0005524,GO:MF,ATP binding,20246,1470,
query_1,TRUE,1.6766414175084677e-16,1651,3092,385,0.12451487710219922,0.23319200484554814,GO:0030554,GO:MF,adenyl nucleotide binding,20246,3707,
query_1,TRUE,5.476805675000377e-16,626,3264,188,0.05759803921568627,0.3003194888178914,GO:0140657,GO:MF,ATP-dependent activity,20246,9453,
query_1,TRUE,3.981502404151041e-15,290,3076,103,0.033485045513654096,0.35517241379310344,GO:0120543,GO:MF,macromolecular conformation isomerase activity,20246,9242,
query_1,TRUE,1.3921119331608788e-14,411,2940,126,0.04285714285714286,0.30656934306569344,GO:0016887,GO:MF,ATP hydrolysis activity,20246,2998,
query_1,TRUE,2.177606144878152e-14,124,3600,63,0.0175,0.5080645161290323,GO:0008094,GO:MF,"ATP-dependent activity, acting on DNA",20246,1516,
query_1,TRUE,6.631520540817242e-14,317,4219,130,0.030812988859919413,0.41009463722397477,GO:0051020,GO:MF,GTPase binding,20246,7372,
query_1,TRUE,8.687756826284573e-14,285,4735,129,0.027243928194297783,0.45263157894736844,GO:0031267,GO:MF,small GTPase binding,20246,3862,
query_1,TRUE,2.4018007965826766e-13,2147,3092,459,0.14844760672703752,0.21378667908709828,GO:0032555,GO:MF,purine ribonucleotide binding,20246,4208,
query_1,TRUE,2.4018007965826766e-13,2164,3092,462,0.14941785252263906,0.2134935304990758,GO:0032553,GO:MF,ribonucleotide binding,20246,4206,
query_1,TRUE,4.0766004553690165e-13,2087,3092,447,0.14456662354463132,0.21418303785337806,GO:0035639,GO:MF,purine ribonucleoside triphosphate binding,20246,4867,
query_1,TRUE,4.9311100885225835e-12,2424,2941,480,0.16320979258755525,0.19801980198019803,GO:1901265,GO:MF,nucleoside phosphate binding,20246,9873,
query_1,TRUE,4.9311100885225835e-12,2406,2941,477,0.16218973138388304,0.19825436408977556,GO:0000166,GO:MF,nucleotide binding,20246,31,
query_1,TRUE,5.5144209813041535e-12,2241,2941,449,0.152669160149609,0.2003569834895136,GO:0017076,GO:MF,purine nucleotide binding,20246,3071,
query_1,TRUE,2.0268081337786204e-11,360,2588,98,0.03786707882534776,0.2722222222222222,GO:0106310,GO:MF,protein serine kinase activity,20246,9081,
query_1,TRUE,2.5530103227541976e-11,169,3600,71,0.01972222222222222,0.42011834319526625,GO:0120545,GO:MF,nucleic acid conformation isomerase activity,20246,9244,
query_1,TRUE,8.041275014001823e-11,2558,2941,495,0.16831009860591636,0.19351055512118842,GO:1901363,GO:MF,heterocyclic compound binding,20246,9876,
query_1,TRUE,9.276526110081961e-11,159,3600,67,0.01861111111111111,0.42138364779874216,GO:0004386,GO:MF,helicase activity,20246,720,
query_1,TRUE,1.901835559978843e-10,2536,2941,489,0.16626997619857192,0.19282334384858044,GO:0097367,GO:MF,carbohydrate derivative binding,20246,8439,
query_1,TRUE,2.610849141231949e-10,557,3346,157,0.046921697549312615,0.28186714542190305,GO:0004674,GO:MF,protein serine/threonine kinase activity,20246,949,
query_1,TRUE,1.5493283675794926e-9,906,3992,261,0.06538076152304609,0.28807947019867547,GO:0016773,GO:MF,"phosphotransferase activity, alcohol group as acceptor",20246,2906,
query_1,TRUE,1.6799672624893024e-9,1201,2940,258,0.08775510204081632,0.21482098251457118,GO:0017111,GO:MF,ribonucleoside triphosphate phosphatase activity,20246,3086,
query_1,TRUE,2.832749742491325e-9,786,3992,231,0.057865731462925854,0.29389312977099236,GO:0004672,GO:MF,protein kinase activity,20246,947,
query_1,TRUE,5.335472029902685e-9,281,3083,86,0.027894907557573793,0.30604982206405695,GO:0008017,GO:MF,microtubule binding,20246,1493,
query_1,TRUE,7.436273293517012e-9,2107,3983,529,0.13281446146121015,0.2510678690080683,GO:0019899,GO:MF,enzyme binding,20246,3492,
query_1,TRUE,7.447309217899023e-9,2685,3111,528,0.16972034715525555,0.19664804469273742,GO:0043168,GO:MF,anion binding,20246,5225,
query_1,TRUE,9.762982383874705e-9,1176,3992,320,0.08016032064128256,0.272108843537415,GO:0016772,GO:MF,"transferase activity, transferring phosphorus-containing groups",20246,2905,
query_1,TRUE,1.0031983051165543e-8,1000,3992,279,0.06988977955911824,0.279,GO:0016301,GO:MF,kinase activity,20246,2705,
query_1,TRUE,1.2904477911392065e-8,1262,2940,264,0.08979591836734693,0.2091917591125198,GO:0016817,GO:MF,"hydrolase activity, acting on acid anhydrides",20246,2940,
query_1,TRUE,1.2904477911392065e-8,1262,2940,264,0.08979591836734693,0.2091917591125198,GO:0016818,GO:MF,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",20246,2941,
query_1,TRUE,1.3519719616523677e-8,242,3396,81,0.023851590106007067,0.3347107438016529,GO:0042393,GO:MF,histone binding,20246,5113,
query_1,TRUE,1.3519719616523677e-8,6377,3102,1129,0.3639587362991618,0.17704249647169515,GO:0043167,GO:MF,ion binding,20246,5224,
query_1,TRUE,1.7113656880547844e-8,1261,2940,263,0.08945578231292517,0.20856463124504362,GO:0016462,GO:MF,pyrophosphatase activity,20246,2748,
query_1,TRUE,1.7113656880547844e-8,196,5006,89,0.017778665601278467,0.45408163265306123,GO:0140993,GO:MF,histone modifying activity,20246,9646,
