query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.002658661944197886,2,209,2,0.009569377990430622,1,GO:1904172,GO:BP,positive regulation of bleb assembly,21026,23230,
query_1,TRUE,0.002658661944197886,2,209,2,0.009569377990430622,1,GO:1904170,GO:BP,regulation of bleb assembly,21026,23228,
query_1,TRUE,0.002737864002427153,95,3506,31,0.008841985168282943,0.3263157894736842,GO:0010631,GO:BP,epithelial cell migration,21026,4260,
query_1,TRUE,0.002745840943019169,79,3481,27,0.007756391841424878,0.34177215189873417,GO:0002200,GO:BP,somatic diversification of immune receptors,21026,736,
query_1,TRUE,0.002745840943019169,14,1924,7,0.0036382536382536385,0.5,GO:0002566,GO:BP,somatic diversification of immune receptors via somatic mutation,21026,1085,
query_1,TRUE,0.002745840943019169,83,1108,14,0.01263537906137184,0.1686746987951807,GO:0033627,GO:BP,cell adhesion mediated by integrin,21026,8268,
query_1,TRUE,0.002745840943019169,628,5565,208,0.03737646001796945,0.33121019108280253,GO:0006511,GO:BP,ubiquitin-dependent protein catabolic process,21026,2227,
query_1,TRUE,0.0027983376215649234,63,3983,25,0.006276675872457946,0.3968253968253968,GO:0090109,GO:BP,regulation of cell-substrate junction assembly,21026,17792,
query_1,TRUE,0.0027983376215649234,63,3983,25,0.006276675872457946,0.3968253968253968,GO:0051893,GO:BP,regulation of focal adhesion assembly,21026,13783,
query_1,TRUE,0.002825179988030832,135,4111,45,0.010946241790318657,0.3333333333333333,GO:0043547,GO:BP,positive regulation of GTPase activity,21026,10665,
query_1,TRUE,0.0028356880935151334,24,1825,9,0.004931506849315068,0.375,GO:0090266,GO:BP,regulation of mitotic cell cycle spindle assembly checkpoint,21026,17919,
query_1,TRUE,0.0028356880935151334,24,1825,9,0.004931506849315068,0.375,GO:1903504,GO:BP,regulation of mitotic spindle checkpoint,21026,22728,
query_1,TRUE,0.0028643569391653932,160,2904,40,0.013774104683195593,0.25,GO:0050657,GO:BP,nucleic acid transport,21026,13026,
query_1,TRUE,0.0028643569391653932,160,2904,40,0.013774104683195593,0.25,GO:0050658,GO:BP,RNA transport,21026,13027,
query_1,TRUE,0.0028870285034253225,3486,4123,764,0.1853019645888916,0.219162363740677,GO:0010646,GO:BP,regulation of cell communication,21026,4275,
query_1,TRUE,0.002898069696948407,246,2046,43,0.021016617790811338,0.17479674796747968,GO:0099173,GO:BP,postsynapse organization,21026,18830,
query_1,TRUE,0.002907332869703822,322,1164,35,0.03006872852233677,0.10869565217391304,GO:0001822,GO:BP,kidney development,21026,477,
query_1,TRUE,0.0029296147846863945,1255,4217,304,0.07208916291202276,0.24223107569721117,GO:0040011,GO:BP,locomotion,21026,9808,
query_1,TRUE,0.0029471425813647352,42,4054,19,0.0046867291563887515,0.4523809523809524,GO:0032728,GO:BP,positive regulation of interferon-beta production,21026,7718,
query_1,TRUE,0.0029538427249907392,721,3527,159,0.045080805216898216,0.22052704576976423,GO:0070848,GO:BP,response to growth factor,21026,16112,
query_1,TRUE,0.0029611905377649687,686,5057,207,0.04093335969942654,0.30174927113702626,GO:0018193,GO:BP,peptidyl-amino acid modification,21026,5328,
query_1,TRUE,0.0029893358649128736,4,2183,4,0.0018323408153916628,1,GO:0007057,GO:BP,spindle assembly involved in female meiosis I,21026,2643,
query_1,TRUE,0.0030157238375683013,37,3091,15,0.004852798447104497,0.40540540540540543,GO:0071539,GO:BP,protein localization to centrosome,21026,16520,
query_1,TRUE,0.0030283405960360448,613,4829,180,0.03727479809484365,0.2936378466557912,GO:0010256,GO:BP,endomembrane system organization,21026,4014,
query_1,TRUE,0.003053739803411073,12,3382,8,0.002365464222353637,0.6666666666666666,GO:0000022,GO:BP,mitotic spindle elongation,21026,8,
query_1,TRUE,0.0030766675661420308,47,2645,16,0.0060491493383742915,0.3404255319148936,GO:0051294,GO:BP,establishment of spindle orientation,21026,13444,
query_1,TRUE,0.00307926136012931,41,3812,18,0.00472193074501574,0.43902439024390244,GO:0035330,GO:BP,regulation of hippo signaling,21026,8908,
query_1,TRUE,0.0031229777515194056,4,96,2,0.020833333333333332,0.5,GO:0044779,GO:BP,meiotic spindle checkpoint signaling,21026,11005,
query_1,TRUE,0.0031229777515194056,19,3101,10,0.0032247662044501773,0.5263157894736842,GO:0045945,GO:BP,positive regulation of transcription by RNA polymerase III,21026,11576,
query_1,TRUE,0.003183981786513292,825,4210,208,0.0494061757719715,0.25212121212121213,GO:0030029,GO:BP,actin filament-based process,21026,6620,
query_1,TRUE,0.003183981786513292,357,5185,119,0.022950819672131147,0.3333333333333333,GO:0031346,GO:BP,positive regulation of cell projection organization,21026,7098,
query_1,TRUE,0.003276157410278696,43,2946,16,0.005431093007467753,0.37209302325581395,GO:0040001,GO:BP,establishment of mitotic spindle localization,21026,9799,
query_1,TRUE,0.003276157410278696,830,4163,207,0.049723756906077346,0.2493975903614458,GO:0042325,GO:BP,regulation of phosphorylation,21026,10000,
query_1,TRUE,0.003319101240922996,762,4142,191,0.046112988894253984,0.25065616797900264,GO:0001944,GO:BP,vasculature development,21026,553,
query_1,TRUE,0.003319101240922996,4,2257,4,0.0017722640673460345,1,GO:0075732,GO:BP,viral penetration into host nucleus,21026,17532,
query_1,TRUE,0.0033560986094740503,48,2899,17,0.005864091065884788,0.3541666666666667,GO:0098534,GO:BP,centriole assembly,21026,18543,
query_1,TRUE,0.0033896055072383108,356,2151,59,0.027429102742910275,0.16573033707865167,GO:0031589,GO:BP,cell-substrate adhesion,21026,7193,
query_1,TRUE,0.003479919223403243,201,3916,59,0.015066394279877425,0.2935323383084577,GO:0031334,GO:BP,positive regulation of protein-containing complex assembly,21026,7086,
query_1,TRUE,0.003479919223403243,22,3838,12,0.003126628452318916,0.5454545454545454,GO:2000001,GO:BP,regulation of DNA damage checkpoint,21026,24928,
query_1,TRUE,0.003528880425221307,638,5565,210,0.03773584905660377,0.329153605015674,GO:0019941,GO:BP,modification-dependent protein catabolic process,21026,6040,
query_1,TRUE,0.0035332657270510594,23,2494,10,0.00400962309542903,0.43478260869565216,GO:0046599,GO:BP,regulation of centriole replication,21026,12084,
query_1,TRUE,0.0035545616204354746,203,4408,65,0.014745916515426498,0.32019704433497537,GO:0002520,GO:BP,immune system development,21026,1040,
query_1,TRUE,0.0035578632788049753,207,4057,62,0.015282228247473502,0.2995169082125604,GO:0032869,GO:BP,cellular response to insulin stimulus,21026,7809,
query_1,TRUE,0.003567781672143164,4,2310,4,0.0017316017316017316,1,GO:0141166,GO:BP,chromosomal 5-methylcytosine DNA demethylation pathway,21026,19801,
query_1,TRUE,0.0035738282479869546,132,2989,35,0.0117096018735363,0.26515151515151514,GO:0016579,GO:BP,protein deubiquitination,21026,5230,
query_1,TRUE,0.003580968080548077,315,4142,89,0.021487204249154998,0.28253968253968254,GO:0071375,GO:BP,cellular response to peptide hormone stimulus,21026,16397,
query_1,TRUE,0.003705132525586354,31,5456,18,0.0032991202346041057,0.5806451612903226,GO:0045070,GO:BP,positive regulation of viral genome replication,21026,11114,
query_1,TRUE,0.0037624669156319035,13,2256,7,0.0031028368794326243,0.5384615384615384,GO:0045793,GO:BP,positive regulation of cell size,21026,11459,
query_1,TRUE,0.0037624669156319035,25,1825,9,0.004931506849315068,0.36,GO:0090231,GO:BP,regulation of spindle checkpoint,21026,17890,
query_1,TRUE,0.003771905930276592,6,2602,5,0.001921598770176787,0.8333333333333334,GO:0051661,GO:BP,maintenance of centrosome location,21026,13684,
query_1,TRUE,0.003783361495429994,59,1253,12,0.009577015163607342,0.2033898305084746,GO:0061005,GO:BP,cell differentiation involved in kidney development,21026,14913,
query_1,TRUE,0.003783361495429994,98,2201,23,0.010449795547478418,0.23469387755102042,GO:0046785,GO:BP,microtubule polymerization,21026,12202,
query_1,TRUE,0.003783361495429994,332,5512,117,0.02122641509433962,0.35240963855421686,GO:0048872,GO:BP,homeostasis of number of cells,21026,12946,
query_1,TRUE,0.003792659659755203,171,3044,43,0.014126149802890934,0.25146198830409355,GO:1990138,GO:BP,neuron projection extension,21026,24657,
query_1,TRUE,0.003813506377127792,68,3983,26,0.006527742907356264,0.38235294117647056,GO:0150116,GO:BP,regulation of cell-substrate junction organization,21026,19884,
query_1,TRUE,0.0038334110257655387,779,4236,198,0.046742209631728045,0.25417201540436457,GO:0001932,GO:BP,regulation of protein phosphorylation,21026,544,
query_1,TRUE,0.0038973028898494203,1061,4236,261,0.06161473087818697,0.24599434495758718,GO:0007417,GO:BP,central nervous system development,21026,2898,
query_1,TRUE,0.0038973028898494203,244,4156,72,0.017324350336862367,0.29508196721311475,GO:1901873,GO:BP,regulation of post-translational protein modification,21026,21533,
query_1,TRUE,0.003916177996965715,40,1926,12,0.006230529595015576,0.3,GO:0090329,GO:BP,regulation of DNA-templated DNA replication,21026,17973,
query_1,TRUE,0.003963630794092443,38,3091,15,0.004852798447104497,0.39473684210526316,GO:1905508,GO:BP,protein localization to microtubule organizing center,21026,24268,
query_1,TRUE,0.003963630794092443,3478,4123,760,0.18433179723502305,0.2185163887291547,GO:0023051,GO:BP,regulation of signaling,21026,6606,
query_1,TRUE,0.003976342748872512,16,740,5,0.006756756756756757,0.3125,GO:1902412,GO:BP,regulation of mitotic cytokinesis,21026,21965,
query_1,TRUE,0.0040089577416152385,9,1480,5,0.0033783783783783786,0.5555555555555556,GO:0046602,GO:BP,regulation of mitotic centrosome separation,21026,12087,
query_1,TRUE,0.004141844978745254,9,3855,7,0.0018158236057068742,0.7777777777777778,GO:0043622,GO:BP,cortical microtubule organization,21026,10712,
query_1,TRUE,0.004155035734391804,7,3704,6,0.0016198704103671706,0.8571428571428571,GO:0051305,GO:BP,chromosome movement towards spindle pole,21026,13454,
query_1,TRUE,0.004179780547796029,14,2899,8,0.0027595722662987236,0.5714285714285714,GO:0007100,GO:BP,mitotic centrosome separation,21026,2670,
query_1,TRUE,0.004255232220910607,169,2904,41,0.014118457300275482,0.24260355029585798,GO:0051168,GO:BP,nuclear export,21026,13371,
query_1,TRUE,0.004263692446719911,38,3893,17,0.004366812227074236,0.4473684210526316,GO:0021955,GO:BP,central nervous system neuron axonogenesis,21026,6478,
query_1,TRUE,0.004287594243225579,16,4068,10,0.0024582104228121925,0.625,GO:0031054,GO:BP,pre-miRNA processing,21026,6979,
query_1,TRUE,0.004353066517643133,11,5513,9,0.0016325049882096863,0.8181818181818182,GO:0110011,GO:BP,regulation of basement membrane organization,21026,19083,
query_1,TRUE,0.004438983279741731,1343,3485,271,0.07776183644189383,0.20178704393149666,GO:0051094,GO:BP,positive regulation of developmental process,21026,13316,
query_1,TRUE,0.00462886465413312,12,555,4,0.007207207207207207,0.3333333333333333,GO:0098911,GO:BP,regulation of ventricular cardiac muscle cell action potential,21026,18695,
query_1,TRUE,0.00462886465413312,142,3632,42,0.011563876651982379,0.29577464788732394,GO:0017015,GO:BP,regulation of transforming growth factor beta receptor signaling pathway,21026,5251,
query_1,TRUE,0.00462886465413312,43,2105,13,0.006175771971496437,0.3023255813953488,GO:0045740,GO:BP,positive regulation of DNA replication,21026,11418,
query_1,TRUE,0.004632101001495751,50,2038,14,0.0068694798822374874,0.28,GO:0032467,GO:BP,positive regulation of cytokinesis,21026,7528,
query_1,TRUE,0.0046705129871252886,5,96,2,0.020833333333333332,0.4,GO:1902103,GO:BP,negative regulation of metaphase/anaphase transition of meiotic cell cycle,21026,21729,
query_1,TRUE,0.0046705129871252886,103,4142,36,0.008691453404152583,0.34951456310679613,GO:0150115,GO:BP,cell-substrate junction organization,21026,19883,
query_1,TRUE,0.0046705129871252886,5,96,2,0.020833333333333332,0.4,GO:1905133,GO:BP,negative regulation of meiotic chromosome separation,21026,23992,
query_1,TRUE,0.004731704959201129,221,2058,39,0.018950437317784258,0.17647058823529413,GO:0099504,GO:BP,synaptic vesicle cycle,21026,18849,
query_1,TRUE,0.00481401905636233,3428,3434,631,0.18375072801397788,0.18407234539089848,GO:2001141,GO:BP,regulation of RNA biosynthetic process,21026,25908,
query_1,TRUE,0.004821665628531973,861,2653,144,0.05427817565020731,0.1672473867595819,GO:0097435,GO:BP,supramolecular fiber organization,21026,18414,
query_1,TRUE,0.004846410051442774,51,680,8,0.011764705882352941,0.1568627450980392,GO:0045910,GO:BP,negative regulation of DNA recombination,21026,11542,
query_1,TRUE,0.004878523717896441,209,2499,43,0.01720688275310124,0.20574162679425836,GO:0016064,GO:BP,immunoglobulin mediated immune response,21026,5070,
query_1,TRUE,0.004878523717896441,976,996,71,0.071285140562249,0.07274590163934426,GO:0098609,GO:BP,cell-cell adhesion,21026,18556,
query_1,TRUE,0.0048832665300883385,603,4327,160,0.036977120406748325,0.26533996683250416,GO:0040017,GO:BP,positive regulation of locomotion,21026,9814,
query_1,TRUE,0.004893023863770318,2876,3407,532,0.1561491047842677,0.18497913769123783,GO:0048468,GO:BP,cell development,21026,12602,
query_1,TRUE,0.004893023863770318,12,4896,9,0.001838235294117647,0.75,GO:0051081,GO:BP,nuclear membrane disassembly,21026,13306,
query_1,TRUE,0.0049558509517729,9,1565,5,0.003194888178913738,0.5555555555555556,GO:0000912,GO:BP,assembly of actomyosin apparatus involved in cytokinesis,21026,243,
query_1,TRUE,0.0049558509517729,9,1565,5,0.003194888178913738,0.5555555555555556,GO:0000915,GO:BP,actomyosin contractile ring assembly,21026,246,
query_1,TRUE,0.004963797330944376,1046,3098,195,0.06294383473208522,0.1864244741873805,GO:0070925,GO:BP,organelle assembly,21026,16146,
query_1,TRUE,0.00500654618876919,18,365,4,0.010958904109589041,0.2222222222222222,GO:0051447,GO:BP,negative regulation of meiotic cell cycle,21026,13524,
query_1,TRUE,0.00500654618876919,499,4119,130,0.03156105850934693,0.2605210420841683,GO:1903829,GO:BP,positive regulation of protein localization,21026,22969,
query_1,TRUE,0.005007147070872804,96,4142,34,0.008208594881699663,0.3541666666666667,GO:0007044,GO:BP,cell-substrate junction assembly,21026,2635,
query_1,TRUE,0.005007147070872804,72,5478,33,0.006024096385542169,0.4583333333333333,GO:0071479,GO:BP,cellular response to ionizing radiation,21026,16481,
query_1,TRUE,0.005007147070872804,13,1627,6,0.0036877688998156115,0.46153846153846156,GO:0090232,GO:BP,positive regulation of spindle checkpoint,21026,17891,
query_1,TRUE,0.005120565827516059,29,2436,11,0.00451559934318555,0.3793103448275862,GO:0010165,GO:BP,response to X-ray,21026,3949,
query_1,TRUE,0.005338290894924534,14,3975,9,0.0022641509433962265,0.6428571428571429,GO:0090235,GO:BP,regulation of metaphase plate congression,21026,17894,
query_1,TRUE,0.005389297644121158,29,419,5,0.011933174224343675,0.1724137931034483,GO:0034508,GO:BP,centromere complex assembly,21026,8608,
query_1,TRUE,0.00539410043001543,141,2183,29,0.013284470911589555,0.20567375886524822,GO:0061982,GO:BP,meiosis I cell cycle process,21026,15545,
query_1,TRUE,0.005434891692844964,13,536,4,0.007462686567164179,0.3076923076923077,GO:0016446,GO:BP,somatic hypermutation of immunoglobulin genes,21026,5200,
query_1,TRUE,0.005554769801085846,8,954,4,0.0041928721174004195,0.5,GO:0072318,GO:BP,clathrin coat disassembly,21026,17112,
query_1,TRUE,0.005580432624948975,686,4558,187,0.041026766125493636,0.2725947521865889,GO:0006886,GO:BP,intracellular protein transport,21026,2531,
query_1,TRUE,0.0055922904819197304,19,4939,12,0.0024296416278598906,0.631578947368421,GO:1903830,GO:BP,magnesium ion transmembrane transport,21026,22970,
query_1,TRUE,0.0055922904819197304,488,4423,135,0.030522269952520914,0.2766393442622951,GO:0045785,GO:BP,positive regulation of cell adhesion,21026,11455,
query_1,TRUE,0.005643623880411713,200,4937,69,0.013976098845452704,0.345,GO:0051650,GO:BP,establishment of vesicle localization,21026,13673,
query_1,TRUE,0.0056592206544969995,503,2132,76,0.03564727954971857,0.15109343936381708,GO:0034329,GO:BP,cell junction assembly,21026,8508,
query_1,TRUE,0.0058181281340581315,104,3506,32,0.00912721049629207,0.3076923076923077,GO:0090130,GO:BP,tissue migration,21026,17808,
query_1,TRUE,0.005888436297422072,13,1043,5,0.004793863854266539,0.38461538461538464,GO:0032486,GO:BP,Rap protein signal transduction,21026,7543,
query_1,TRUE,0.005888436297422072,66,4005,25,0.006242197253433208,0.3787878787878788,GO:0031122,GO:BP,cytoplasmic microtubule organization,21026,7010,
query_1,TRUE,0.006099840303155524,67,3705,24,0.006477732793522267,0.3582089552238806,GO:0006893,GO:BP,Golgi to plasma membrane transport,21026,2537,
query_1,TRUE,0.006174882319136745,217,4203,65,0.015465143944801332,0.2995391705069124,GO:0010810,GO:BP,regulation of cell-substrate adhesion,21026,4405,
query_1,TRUE,0.00629626626007789,28,3082,12,0.003893575600259572,0.42857142857142855,GO:0098901,GO:BP,regulation of cardiac muscle cell action potential,21026,18685,
query_1,TRUE,0.006316722089917606,107,3572,33,0.009238521836506159,0.308411214953271,GO:0090263,GO:BP,positive regulation of canonical Wnt signaling pathway,21026,17916,
query_1,TRUE,0.006338164789307629,20,4681,12,0.002563554795983764,0.6,GO:1902275,GO:BP,regulation of chromatin organization,21026,21879,
query_1,TRUE,0.006349264737738285,212,2499,43,0.01720688275310124,0.2028301886792453,GO:0019724,GO:BP,B cell mediated immunity,21026,5987,
query_1,TRUE,0.006437261673894074,139,3175,37,0.011653543307086614,0.26618705035971224,GO:0002244,GO:BP,hematopoietic progenitor cell differentiation,21026,775,
query_1,TRUE,0.006457745536901175,6,96,2,0.020833333333333332,0.3333333333333333,GO:1902102,GO:BP,regulation of metaphase/anaphase transition of meiotic cell cycle,21026,21728,
query_1,TRUE,0.006457745536901175,6,96,2,0.020833333333333332,0.3333333333333333,GO:1905132,GO:BP,regulation of meiotic chromosome separation,21026,23991,
query_1,TRUE,0.006619442688479395,2711,3430,505,0.14723032069970846,0.18627812615271117,GO:0006366,GO:BP,transcription by RNA polymerase II,21026,2133,
query_1,TRUE,0.006620260318546609,2578,3430,482,0.14052478134110788,0.186966640806827,GO:0006357,GO:BP,regulation of transcription by RNA polymerase II,21026,2126,
query_1,TRUE,0.006624951840779502,219,4425,68,0.015367231638418079,0.3105022831050228,GO:0051648,GO:BP,vesicle localization,21026,13671,
query_1,TRUE,0.006672875157843499,3687,3412,669,0.19607268464243846,0.18144833197721724,GO:0051252,GO:BP,regulation of RNA metabolic process,21026,13417,
query_1,TRUE,0.006720973321755952,191,4261,59,0.013846514902605023,0.3089005235602094,GO:0008154,GO:BP,actin polymerization or depolymerization,21026,3113,
query_1,TRUE,0.00674887279527518,50,556,7,0.012589928057553957,0.14,GO:0032506,GO:BP,cytokinetic process,21026,7559,
query_1,TRUE,0.00674887279527518,689,3527,150,0.042529061525375673,0.21770682148040638,GO:0071363,GO:BP,cellular response to growth factor stimulus,21026,16385,
query_1,TRUE,0.00674887279527518,158,4879,56,0.011477761836441894,0.35443037974683544,GO:0010976,GO:BP,positive regulation of neuron projection development,21026,4532,
query_1,TRUE,0.00674887279527518,6,543,3,0.0055248618784530384,0.5,GO:1990116,GO:BP,ribosome-associated ubiquitin-dependent protein catabolic process,21026,24653,
query_1,TRUE,0.006829615385438712,25,5454,15,0.0027502750275027505,0.6,GO:0097150,GO:BP,neuronal stem cell population maintenance,21026,18271,
query_1,TRUE,0.006829615385438712,145,3632,42,0.011563876651982379,0.2896551724137931,GO:1903844,GO:BP,regulation of cellular response to transforming growth factor beta stimulus,21026,22978,
query_1,TRUE,0.006970241840511726,90,4734,35,0.007393324883819181,0.3888888888888889,GO:0097581,GO:BP,lamellipodium organization,21026,18459,
query_1,TRUE,0.006970241840511726,32,18,2,0.1111111111111111,0.0625,GO:0071108,GO:BP,protein K48-linked deubiquitination,21026,16228,
query_1,TRUE,0.007038487684852709,587,4327,155,0.03582158539403744,0.26405451448040884,GO:2000147,GO:BP,positive regulation of cell motility,21026,25056,
query_1,TRUE,0.007038487684852709,1199,4142,283,0.06832448092708836,0.23603002502085071,GO:0048646,GO:BP,anatomical structure formation involved in morphogenesis,21026,12737,
query_1,TRUE,0.007109896581415337,754,4236,190,0.04485363550519358,0.2519893899204244,GO:0007420,GO:BP,brain development,21026,2901,
query_1,TRUE,0.007327711351177429,7,88,2,0.022727272727272728,0.2857142857142857,GO:0032466,GO:BP,negative regulation of cytokinesis,21026,7527,
query_1,TRUE,0.007327711351177429,7,88,2,0.022727272727272728,0.2857142857142857,GO:0060718,GO:BP,chorionic trophoblast cell differentiation,21026,14676,
query_1,TRUE,0.007418602783397882,15,3812,9,0.00236096537250787,0.6,GO:0035332,GO:BP,positive regulation of hippo signaling,21026,8910,
query_1,TRUE,0.007484074870816338,69,680,9,0.013235294117647059,0.13043478260869565,GO:0016445,GO:BP,somatic diversification of immunoglobulins,21026,5199,
query_1,TRUE,0.007509694570409558,144,3440,40,0.011627906976744186,0.2777777777777778,GO:0030177,GO:BP,positive regulation of Wnt signaling pathway,21026,6664,
query_1,TRUE,0.007549966732270043,174,210,8,0.0380952380952381,0.04597701149425287,GO:0007292,GO:BP,female gamete generation,21026,2804,
query_1,TRUE,0.007703416487051443,14,4207,9,0.0021392916567625386,0.6428571428571429,GO:0060816,GO:BP,random inactivation of X chromosome,21026,14758,
query_1,TRUE,0.007703416487051443,15,3834,9,0.002347417840375587,0.6,GO:0071696,GO:BP,ectodermal placode development,21026,16633,
query_1,TRUE,0.007834463002139178,1496,3250,278,0.08553846153846154,0.1858288770053476,GO:0065009,GO:BP,regulation of molecular function,21026,15668,
query_1,TRUE,0.007837314445594627,82,573,9,0.015706806282722512,0.10975609756097561,GO:0007405,GO:BP,neuroblast proliferation,21026,2888,
query_1,TRUE,0.00785464733917084,423,5550,143,0.025765765765765766,0.3380614657210402,GO:0016032,GO:BP,viral process,21026,5047,
query_1,TRUE,0.00785464733917084,53,2038,14,0.0068694798822374874,0.2641509433962264,GO:0051646,GO:BP,mitochondrion localization,21026,13669,
query_1,TRUE,0.007859657099576017,547,4142,140,0.03380009657170449,0.25594149908592323,GO:0001525,GO:BP,angiogenesis,21026,328,
query_1,TRUE,0.007875929392259767,729,4210,183,0.04346793349168646,0.25102880658436216,GO:0030036,GO:BP,actin cytoskeleton organization,21026,6627,
query_1,TRUE,0.00787840513085222,30,3893,14,0.0035961983046493705,0.4666666666666667,GO:0021952,GO:BP,central nervous system projection neuron axonogenesis,21026,6475,
query_1,TRUE,0.007938205177066547,9,71,2,0.028169014084507043,0.2222222222222222,GO:0160063,GO:BP,multi-pass transmembrane protein insertion into ER membrane,21026,19957,
query_1,TRUE,0.007941108156420726,47,4951,22,0.00444354675823066,0.46808510638297873,GO:0010824,GO:BP,regulation of centrosome duplication,21026,4417,
query_1,TRUE,0.007998512546667665,394,4131,105,0.025417574437182282,0.26649746192893403,GO:0002460,GO:BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,21026,981,
query_1,TRUE,0.007998512546667665,42,2319,13,0.00560586459680897,0.30952380952380953,GO:1990776,GO:BP,response to angiotensin,21026,24849,
query_1,TRUE,0.008057177953028103,44,2205,13,0.0058956916099773245,0.29545454545454547,GO:2000300,GO:BP,regulation of synaptic vesicle exocytosis,21026,25182,
query_1,TRUE,0.008057177953028103,10,5247,8,0.0015246807699637887,0.8,GO:0070922,GO:BP,RISC complex assembly,21026,16145,
query_1,TRUE,0.008057177953028103,71,4734,29,0.00612589776087875,0.4084507042253521,GO:0030032,GO:BP,lamellipodium assembly,21026,6623,
query_1,TRUE,0.008063239203260152,68,420,7,0.016666666666666666,0.10294117647058823,GO:0051445,GO:BP,regulation of meiotic cell cycle,21026,13522,
query_1,TRUE,0.008065315694770904,161,4261,51,0.011969021356489086,0.3167701863354037,GO:0030041,GO:BP,actin filament polymerization,21026,6629,
query_1,TRUE,0.008162829255740441,10,1565,5,0.003194888178913738,0.5,GO:0044837,GO:BP,actomyosin contractile ring organization,21026,11036,
query_1,TRUE,0.008163729951822376,157,2315,32,0.013822894168466522,0.20382165605095542,GO:0042552,GO:BP,myelination,21026,10150,
query_1,TRUE,0.008172420583396865,3409,3434,624,0.18171228887594643,0.1830448811968319,GO:0006355,GO:BP,regulation of DNA-templated transcription,21026,2124,
query_1,TRUE,0.008308493855076106,7,96,2,0.020833333333333332,0.2857142857142857,GO:1901994,GO:BP,negative regulation of meiotic cell cycle phase transition,21026,21639,
query_1,TRUE,0.008308493855076106,7,96,2,0.020833333333333332,0.2857142857142857,GO:0044785,GO:BP,metaphase/anaphase transition of meiotic cell cycle,21026,11010,
query_1,TRUE,0.008415470908004555,814,4123,198,0.04802328401649285,0.24324324324324326,GO:0046649,GO:BP,lymphocyte activation,21026,12121,
query_1,TRUE,0.008518813850136772,186,2379,37,0.015552753257671291,0.1989247311827957,GO:0051495,GO:BP,positive regulation of cytoskeleton organization,21026,13564,
query_1,TRUE,0.008523310348876495,11,301,3,0.009966777408637873,0.2727272727272727,GO:0032060,GO:BP,bleb assembly,21026,7294,
query_1,TRUE,0.008540556318499043,9,954,4,0.0041928721174004195,0.4444444444444444,GO:0072319,GO:BP,vesicle uncoating,21026,17113,
query_1,TRUE,0.00870944042385541,37,573,6,0.010471204188481676,0.16216216216216217,GO:0002052,GO:BP,positive regulation of neuroblast proliferation,21026,649,
query_1,TRUE,0.00870944042385541,22,3647,11,0.003016177680285166,0.5,GO:0032252,GO:BP,secretory granule localization,21026,7385,
query_1,TRUE,0.00874019946177806,1144,4226,275,0.06507335541883578,0.2403846153846154,GO:0009628,GO:BP,response to abiotic stimulus,21026,3535,
query_1,TRUE,0.008767440688177221,4,185,2,0.010810810810810811,0.5,GO:0051754,GO:BP,"meiotic sister chromatid cohesion, centromeric",21026,13724,
query_1,TRUE,0.008854153178335086,27,2861,11,0.003844809507165327,0.4074074074074074,GO:0090025,GO:BP,regulation of monocyte chemotaxis,21026,17724,
query_1,TRUE,0.008864906551515452,8,5413,7,0.0012931830777757251,0.875,GO:0072423,GO:BP,response to DNA damage checkpoint signaling,21026,17161,
query_1,TRUE,0.00888527364096906,15,4942,10,0.0020234722784297854,0.6666666666666666,GO:0044027,GO:BP,negative regulation of gene expression via chromosomal CpG island methylation,21026,10790,
query_1,TRUE,0.00893931884956975,164,2129,31,0.01456082667919211,0.18902439024390244,GO:0000723,GO:BP,telomere maintenance,21026,200,
query_1,TRUE,0.008997084323486929,58,3934,22,0.005592272496187087,0.3793103448275862,GO:0030837,GO:BP,negative regulation of actin filament polymerization,21026,6885,
query_1,TRUE,0.009031159451844985,171,3301,44,0.013329294153286883,0.2573099415204678,GO:0007584,GO:BP,response to nutrient,21026,3032,
query_1,TRUE,0.009166833472715357,146,3670,42,0.011444141689373298,0.2876712328767123,GO:1900180,GO:BP,regulation of protein localization to nucleus,21026,20192,
query_1,TRUE,0.009308342561007585,133,2183,27,0.012368300503893724,0.20300751879699247,GO:0007127,GO:BP,meiosis I,21026,2685,
query_1,TRUE,0.009377223823411045,7,4423,6,0.0013565453312231518,0.8571428571428571,GO:0072386,GO:BP,plus-end-directed organelle transport along microtubule,21026,17146,
query_1,TRUE,0.009579863381202019,305,5500,106,0.01927272727272727,0.3475409836065574,GO:0048511,GO:BP,rhythmic process,21026,12629,
query_1,TRUE,0.009646287878780883,24,1322,7,0.00529500756429652,0.2916666666666667,GO:0036119,GO:BP,response to platelet-derived growth factor,21026,9373,
query_1,TRUE,0.009646287878780883,317,4148,87,0.020973963355834138,0.2744479495268139,GO:0062197,GO:BP,cellular response to chemical stress,21026,15637,
query_1,TRUE,0.009763450070351698,15,555,4,0.007207207207207207,0.26666666666666666,GO:0086069,GO:BP,bundle of His cell to Purkinje myocyte communication,21026,17688,
query_1,TRUE,0.009773739383498462,94,4425,34,0.0076836158192090396,0.3617021276595745,GO:0106027,GO:BP,neuron projection organization,21026,18968,
