STRING_id	gene	degree	betweenness	logFC	adj.P.Val
9606.ENSP00000348984	SON	26	186.16460195496288	2.174407664745874	2.4992456817975702e-79
9606.ENSP00000360242	XIAP	26	644.9573052620516	2.018550799862491	6.294135037100792e-64
9606.ENSP00000368349	POLA1	26	211.87945312663598	2.163107472947636	4.0462863214002094e-64
9606.ENSP00000231498	NUP155	24	128.50748539094377	2.202410392330276	6.294135037100792e-64
9606.ENSP00000265094	FBXW11	24	394.83748303506695	1.9732315897759964	6.422120337268213e-65
9606.ENSP00000268182	IQGAP1	24	358.63733191591206	2.209136622799709	1.226255762176378e-65
9606.ENSP00000336712	TNPO1	24	88.35884288548023	2.225491514102484	5.1869912221649896e-76
9606.ENSP00000356579	CEP350	24	636.959854941983	2.453947736302923	7.508826544561874e-77
9606.ENSP00000329357	SP1	24	110.39704954830246	1.8838179715603451	1.305230128192408e-65
9606.ENSP00000349205	PIK3R4	24	467.5073916472082	2.1460324674361155	7.857344045212796e-73
9606.ENSP00000369042	IPO7	24	181.32601629054687	2.341291762711406	3.6353520669421116e-68
9606.ENSP00000385852	SETD5	24	299.0201065118331	1.9212705109288823	6.395328170089347e-64
9606.ENSP00000387170	GIGYF2	24	254.87997482388943	1.88796898282324	9.778099463149256e-67
9606.ENSP00000256079	IPO8	22	102.3647082954095	1.978357823747712	1.0638134374584456e-67
9606.ENSP00000337194	PRP4K	22	139.66103196120852	1.9418523279916329	6.947214672710789e-66
9606.ENSP00000323720	MED14	22	68.27358619168724	2.5350323308191793	1.0273758716572393e-82
9606.ENSP00000368215	TAB3	22	359.7480578223472	2.3025705806537116	4.303411574947194e-65
9606.ENSP00000343701	KPNA1	22	581.2868264860058	1.9571263639711225	9.188553293280655e-81
9606.ENSP00000387362	UBE4A	22	108.67334249591909	3.641781839644225	4.4247633902357815e-69
9606.ENSP00000387784	SOS1	22	221.30728716563792	2.156548063816812	9.148407898046e-65
9606.ENSP00000413098	SCAF8	22	206.22361879843817	2.0634207815788423	1.028479331582516e-65
9606.ENSP00000452454	GTF2A1	22	58.6207089939035	2.134220727732814	4.726297601018181e-71
9606.ENSP00000280377	USP15	20	102.20164724457867	1.6957959588033782	1.8785601595504697e-67
9606.ENSP00000328059	RLIM	20	332.0811033898757	2.1362886502118226	4.553315831696623e-66
9606.ENSP00000340329	CAPRIN1	20	71.25850526637869	1.976552684601145	1.787755331194105e-65
9606.ENSP00000352738	G3BP2	20	202.02801765234577	2.247668410479673	1.0025642339617832e-68
9606.ENSP00000351524	HELZ	20	298.4162230571702	2.362560231916095	1.7402222910821456e-68
9606.ENSP00000381490	LARP4	20	283.84695184605886	2.192755037890304	1.0235551774247484e-68
9606.ENSP00000382269	HECTD1	20	64.12927562809705	2.344390596257452	4.893202551183602e-71
9606.ENSP00000423067	WDR36	20	478.4869917669428	1.931881732829966	6.229929140902731e-67
9606.ENSP00000433664	EIF4G2	20	93.96268437623571	2.0174925061057167	2.464894480099499e-70
9606.ENSP00000478490	YTHDF3	20	243.23265578892006	2.1328485385078495	5.5569012619513564e-70
9606.ENSP00000181839	CDK13	18	181.59207573650525	1.7434339832123742	1.4910051314882264e-64
9606.ENSP00000249636	PIAS1	18	100.37299450627351	1.9870826875825376	1.0021085915058718e-68
9606.ENSP00000250559	RAP1B	18	139.6379959924887	1.7516251937925842	3.103010865520423e-65
9606.ENSP00000295025	REL	18	153.939359307526	3.321399560168756	6.9771018881061815e-68
9606.ENSP00000298767	WAPL	18	93.16052081256356	2.0594786824032343	1.879921424595784e-73
9606.ENSP00000295888	WDFY3	18	211.8411107438116	2.4364757559989405	2.702787831977232e-65
9606.ENSP00000337641	PPP2R5E	18	201.47751358653363	1.8442893739345485	5.261719924009055e-66
9606.ENSP00000317955	EEA1	18	330.18468538845445	2.639785588677805	1.1914860561883778e-75
9606.ENSP00000358374	SCAF11	18	156.138840712483	2.2701772418048463	2.1893925272101808e-72
9606.ENSP00000377148	AP1G1	18	469.0425332544254	2.107992303991719	1.4017059434554006e-69
9606.ENSP00000379346	ADNP	18	52.52663203857075	2.0076442048674625	1.7138988129344372e-68
9606.ENSP00000386458	PRPF40A	18	75.49486039703207	1.9922177752554968	1.0498288052851016e-74
9606.ENSP00000377275	GOLGB1	18	408.3460698188829	2.0537732328654417	2.0012430429456109e-69
9606.ENSP00000379721	USP8	18	310.53936650159295	2.1844837826164576	9.404144568406969e-72
9606.ENSP00000396068	UBR3	18	70.97826474603106	2.39098185525805	1.5140529038308383e-79
9606.ENSP00000417078	DHX36	18	71.47119515477655	2.091076767597218	1.8406860103275971e-68
9606.ENSP00000216277	PAPOLA	16	143.90658577203655	1.823617229689968	6.749877227203251e-67
9606.ENSP00000257430	APC	16	601.4403157722784	2.574014094719383	2.65460083617556e-72
9606.ENSP00000264110	ATF2	16	96.9806949091896	1.8570340906962723	1.551646695580939e-67
9606.ENSP00000307078	KIF5B	16	249.23115047316892	2.1664759396120545	4.893202551183602e-71
9606.ENSP00000351416	ANKRD17	16	69.96618255233544	2.4864864528145114	6.3099702392109225e-71
9606.ENSP00000368475	ZFX	16	25.271938828508816	2.328241053577212	9.504096027816517e-64
9606.ENSP00000379847	ZNF143	16	27.26425874452948	1.6631793373568715	5.765325992007862e-68
9606.ENSP00000387246	MAP3K2	16	139.92053493648208	2.241822475918199	3.2952267844620194e-76
9606.ENSP00000384823	FBXO11	16	62.03358881075935	2.773778889862753	3.475855277222383e-65
9606.ENSP00000387361	SBNO1	16	182.96890627600982	2.1740854147950404	9.442115752702558e-69
9606.ENSP00000420294	PHC3	16	456.2614217964297	2.2637820211576134	1.3428223205159519e-70
9606.ENSP00000435210	BCLAF1	16	60.22185865252989	1.8660030260395153	4.1406009879692347e-66
9606.ENSP00000442318	CAND1	16	587.2380338383207	2.2114798379938163	4.2812701253331545e-76
9606.ENSP00000457466	CHD9	16	16.317576532513957	2.471965153156617	1.357665267918568e-66
9606.ENSP00000225388	NUFIP2	14	53.947795622505424	2.163568557366837	2.144889149138195e-68
9606.ENSP00000258399	USP37	14	186.5828983292763	4.082541460162277	1.5681835994082692e-71
9606.ENSP00000264380	PIKFYVE	14	321.5758820734648	2.45409621737603	1.0462584946085675e-68
9606.ENSP00000265343	AFF4	14	58.61639082210024	2.662589570324029	6.732886792513823e-69
9606.ENSP00000265970	PIK3C2A	14	142.68389353604232	2.732705140060478	9.557460648520008e-70
9606.ENSP00000308741	CLOCK	14	113.22867934932889	2.3002917580119204	2.0580574285762028e-69
9606.ENSP00000296782	RICTOR	14	58.715957570559205	2.323152946442606	1.328971619562956e-63
9606.ENSP00000291574	TRAPPC10	14	299.57400032521207	2.9247731100878176	2.9614199023782376e-70
9606.ENSP00000294383	USP24	14	53.98782999741393	2.162859963520738	8.587511384439995e-71
9606.ENSP00000350386	CHM	14	776.6392222575588	2.566608894379002	1.6482013212131123e-68
9606.ENSP00000351250	TRIM33	14	211.5715500218327	2.0482569019755523	5.160163567799574e-67
9606.ENSP00000358071	SEC23IP	14	270.833400038207	2.1008018344630486	2.990130741372251e-67
9606.ENSP00000379350	ITGB1	14	165.92930086414296	2.821826010470366	1.0670557218115612e-64
9606.ENSP00000382697	ROCK1	14	242.91135141946182	2.6501505734797943	3.9838409071772074e-71
9606.ENSP00000389168	PPP1R12A	14	123.847311905957	2.1971554052129716	1.886299676229128e-70
9606.ENSP00000480499	ITCH	14	101.67552147752075	2.216202308616393	8.841482736167733e-77
9606.ENSP00000255305	XPO4	12	0.7888888888888891	2.1712466172476317	2.221001096447438e-65
9606.ENSP00000261842	AP4E1	12	581.690373016488	2.1904451789982513	9.67574584923892e-65
9606.ENSP00000260818	DNAJC13	12	130.52777060355422	2.322964224420909	1.684938079919206e-85
9606.ENSP00000261716	TAOK1	12	133.29964226779123	2.7220886031909903	5.10711812894347e-73
9606.ENSP00000261537	MIB1	12	296.5708218393663	2.367504060938643	5.6832472193624014e-64
9606.ENSP00000292782	DCUN1D1	12	231.74055679273593	2.1092438613158695	9.930324950194194e-72
9606.ENSP00000314067	PAK2	12	77.60955172420671	1.9599913355662304	2.283947315114425e-71
9606.ENSP00000267622	TRIP11	12	141.42430463045022	2.274611479109311	4.0554250191892135e-66
9606.ENSP00000348965	DYNC1H1	12	356.0365906981648	2.043692833487416	8.895819042953617e-69
9606.ENSP00000329419	COPB2	12	101.3678903618395	1.8640393888641056	1.4611015349217793e-65
9606.ENSP00000358159	ASCC3	12	51.691948004492346	2.643543605658778	1.911274145159696e-67
9606.ENSP00000349305	GOLGA4	12	378.0345138751588	2.433637338119393	5.7110558356840736e-67
9606.ENSP00000311816	REST	12	103.83599274662646	2.2416161624276016	5.427760544555204e-73
9606.ENSP00000354061	SCYL2	12	310.50446899465487	2.3841926051882347	5.430389529710742e-78
9606.ENSP00000378855	SOCS4	12	110.02243176024038	2.1040717773991147	1.1274573042051523e-67
9606.ENSP00000433146	USP47	12	64.87534789712267	2.5770924253764247	2.886947263005021e-70
9606.ENSP00000483228	PPP4R3B	12	318.5048830456472	1.89416398042337	3.610634402986135e-67
9606.ENSP00000484713	WASHC4	12	283.9648073367575	2.287566965572852	5.200823197120287e-71
9606.ENSP00000242351	ZC3HAV1	10	49.00143961834356	1.8815605014370664	2.849785040389067e-65
9606.ENSP00000263918	STRN	10	109.36863620581614	2.2372082073023423	1.3848892081221767e-70
9606.ENSP00000273398	ATP6V1A	10	51.932788468681224	2.113480653620039	7.126503174992369e-72
9606.ENSP00000263956	GTF3C3	10	87.67683882967405	1.8626162183857455	5.433640944394286e-64
9606.ENSP00000264276	ALS2	10	288.32481528486966	1.8844769021712175	9.50159813920287e-66
9606.ENSP00000297135	COG5	10	215.0176788275217	2.2181172885474445	1.2910529392612206e-65
9606.ENSP00000339109	ANAPC1	10	123.0977649635693	2.3751248577199635	4.491401377479812e-73
9606.ENSP00000363228	RBM12	10	268.2555341133922	1.782544493986193	2.053914728481089e-71
9606.ENSP00000383920	ASXL2	10	80.8041187560973	2.5602311328265115	8.7660668935989065e-78
9606.ENSP00000381823	SEC24A	10	88.11510105865585	2.5465016235521327	4.244408394522714e-73
9606.ENSP00000394791	SENP1	10	25.160123436061983	2.057349022691471	1.0516035294651164e-69
9606.ENSP00000359740	ZNF451	10	20.01443721573648	1.704219420489644	3.1625696236193844e-64
9606.ENSP00000428564	SEC24B	10	40.84685175691839	2.1727880885220467	3.929100935502868e-67
9606.ENSP00000457991	PHLPP2	10	73.89715120852674	2.2878805062381677	1.531244086143994e-65
9606.ENSP00000259253	UGGT1	8	406.5265397842708	1.9951823948220764	1.1119232024866556e-69
9606.ENSP00000272638	UBXN4	8	1.1574756512837006	2.0492929176647663	9.706690392612985e-64
9606.ENSP00000265069	ZFR	8	8.286579257207768	2.1313935844597123	1.2252236062808204e-73
9606.ENSP00000243326	RIF1	8	13.235780937411054	2.393227120017093	1.4963074158857977e-77
9606.ENSP00000258886	IREB2	8	44.57434691811644	2.319449381213603	2.924568055445322e-71
9606.ENSP00000266712	TMTC3	8	116.22403211112737	2.338682849289713	1.6019323075640197e-71
9606.ENSP00000300659	NFATC3	8	2.7840462757854056	2.785462376504533	1.7271549303742382e-69
9606.ENSP00000303434	USP38	8	188.22318758725262	2.2295336706713083	4.454115257463327e-71
9606.ENSP00000308369	LEMD3	8	9.712343265069967	2.0214934661120605	4.907029801243254e-67
9606.ENSP00000347244	ITSN2	8	219.7353453324254	2.094415680463913	5.693613141954821e-69
9606.ENSP00000354681	OPA1	8	50.2283680377152	2.1209907136338852	2.8763204432337276e-71
9606.ENSP00000360689	TNKS2	8	36.1723951539252	2.2921847665820665	4.608442330494477e-64
9606.ENSP00000361892	STK4	8	52.37822059570493	1.9914062887044344	2.0779203742785102e-64
9606.ENSP00000282344	USP12	8	57.05137178441726	2.0518509245710863	7.693347533825353e-64
9606.ENSP00000367220	ACTR2	8	353.7145296470264	2.113902070942109	2.1616384562350118e-71
9606.ENSP00000362268	APOOL	8	54.01257238538963	2.6527399075480145	2.5412306539134316e-65
9606.ENSP00000361219	GTF3C4	8	20.196039373933132	2.1742253841740076	5.090579701711541e-65
9606.ENSP00000382241	QSER1	8	283.1774852063762	2.442565341270602	1.8115974034346693e-66
9606.ENSP00000393183	DCAF1	8	8.499154502272495	2.0008597999043127	4.8558190866190985e-64
9606.ENSP00000385000	KIF2A	8	30.847118775144082	2.0477612821994384	8.849845463390363e-68
9606.ENSP00000400717	GNA13	8	74.35417731148343	2.1751315082959444	3.91379929459092e-65
9606.ENSP00000392709	NDUFS1	8	110.82830024615672	1.943318919906157	5.3915487662222004e-65
9606.ENSP00000025301	AKAP11	6	33.02543193521454	2.5570752275219615	2.3424816786407093e-69
9606.ENSP00000261745	NAA25	6	37.18134223752768	2.088385948115238	2.096859561712343e-70
9606.ENSP00000241502	FYTTD1	6	34.98155376534681	1.9244852207658585	3.6389909665514553e-66
9606.ENSP00000301180	DIP2B	6	11.580809655074365	2.458633801708994	3.221186296841716e-67
9606.ENSP00000334642	PDZD8	6	24.662126871523157	2.3496143922312864	4.961585817431505e-64
9606.ENSP00000262879	RALGAPB	6	61.953915957370775	2.2112581436751	1.942642490682212e-67
9606.ENSP00000354649	MAGT1	6	67.23027273279362	1.9588459140688033	1.4946133888155148e-64
9606.ENSP00000358590	ZNF292	6	29.791446930262733	2.621802040222971	4.3666024819583635e-66
9606.ENSP00000347464	GIT2	6	25.68157341434459	2.317231471303748	4.933949154256453e-68
9606.ENSP00000296543	NAA15	6	52.128202659960486	2.0176840463195305	2.8373523856019515e-67
9606.ENSP00000348959	MAN1A2	6	69.82634023721455	2.2725314041947455	1.5265429385122224e-74
9606.ENSP00000377700	TBC1D23	6	35.925881890308546	1.9439347992105565	5.8551957785404086e-68
9606.ENSP00000351832	RAB3GAP2	6	143.7512894589593	2.1587109615777926	5.672858058993918e-66
9606.ENSP00000420617	MFN1	6	18.11178443705953	1.9940493333870069	6.530230874695961e-65
9606.ENSP00000437968	HEATR5A	6	28.037608508588853	2.2569177259164666	2.6297136072102954e-66
9606.ENSP00000451211	NEDD1	6	20.20950157497338	2.194796845035737	7.331109115707611e-65
9606.ENSP00000453872	RNF111	6	5.473288996036034	2.2806450280836077	1.2312679063445638e-73
9606.ENSP00000186436	TMEM131	4	128.82870585334013	1.9858528788032184	9.886816882623176e-73
9606.ENSP00000254442	WDR7	4	15.713070263070263	2.085892782662396	1.578129157697402e-70
9606.ENSP00000233055	WDFY1	4	11.082545172078104	1.8535449512736235	5.749209538010494e-65
9606.ENSP00000308753	TMOD3	4	261	2.061742875357812	3.170597276661394e-65
9606.ENSP00000335371	TRAPPC11	4	0	2.0625417081928146	3.91811725249413e-65
9606.ENSP00000311827	MSL2	4	0	1.6917564918906662	1.0441248520827054e-64
9606.ENSP00000354251	NCKAP1	4	58.76405079698425	2.2921262318444193	3.746231665794481e-73
9606.ENSP00000359130	SLC30A7	4	261	2.0159689520641813	9.547469367565131e-68
9606.ENSP00000326200	ZBTB11	4	10.273385912631914	2.1825433172259396	8.7660668935989065e-78
9606.ENSP00000351686	PRDM10	4	0	1.978642087206312	5.894908182826407e-69
9606.ENSP00000295628	LRRC58	4	8.366103135994441	2.3496223473903837	1.8406860103275971e-68
9606.ENSP00000359356	EVI5	4	38.589143579625976	2.049162532970243	1.5632076751681297e-64
9606.ENSP00000356416	RO60	4	2.7976513682396034	2.6120920920154354	3.170597276661394e-65
9606.ENSP00000272748	LNPK	4	261	2.1102141895456743	1.858042521039114e-71
9606.ENSP00000339030	ZFP91	4	0	2.0118563073425895	7.615456900812326e-66
9606.ENSP00000371905	ZDHHC20	4	0.9140173404791254	2.2196969143069194	6.553568625571594e-65
9606.ENSP00000305721	IBTK	4	3.411216319911972	2.1270296781230007	7.189789923030028e-67
9606.ENSP00000314153	ZBTB33	4	0	2.296835787858138	2.5155200820101777e-65
9606.ENSP00000319974	BBX	4	4.391781986471922	2.6203602207184327	2.3995357366664105e-71
9606.ENSP00000324287	ACAP2	4	31.763188063102277	2.383982453734065	3.54081322623478e-73
9606.ENSP00000339208	DPP8	4	261	2.1098336147599306	1.635076219729112e-65
9606.ENSP00000353863	ZNF148	4	2.5742716698169996	2.2574655398191124	1.523796042667122e-79
9606.ENSP00000361857	RLF	4	172.78456831839193	2.1918381956168536	8.140619588195837e-64
9606.ENSP00000362127	MTF1	4	520	2.04748236410301	7.705654054541329e-65
9606.ENSP00000369217	ARIH1	4	1.198448611402332	1.8811602231936717	6.9987748309777925e-68
9606.ENSP00000390158	HERC1	4	4.171179005315079	2.291441887614796	5.0796801133301566e-64
9606.ENSP00000420333	ARMC8	4	260.99999999999994	1.6253474793105689	2.9752154296581768e-64
9606.ENSP00000426387	ZBTB38	4	3.3326119640240544	2.437409883463478	2.8873928541551683e-66
9606.ENSP00000484855	EXOC5	4	5.650600747958492	2.2987636337851987	9.176887635911072e-73
9606.ENSP00000206595	G2E3	2	0	2.3351383199244053	3.9769659552357824e-64
9606.ENSP00000265986	IDE	2	0	2.0194755601110685	5.149678435830718e-67
9606.ENSP00000262919	ATRN	2	0	2.019932391890027	8.276935965244312e-64
9606.ENSP00000298492	ABRAXAS2	2	0	1.6510331206086633	1.0143064183426449e-63
9606.ENSP00000335615	BTBD7	2	0	2.145399460875046	1.0638134374584456e-67
9606.ENSP00000361557	RBM41	2	0	2.423544429542014	7.017327777443399e-64
9606.ENSP00000296564	ICE1	2	0	2.205132922783014	6.12333534768887e-71
9606.ENSP00000278612	NPAT	2	0	2.3702842451186688	2.469875420406166e-65
9606.ENSP00000294353	ZYG11B	2	0	2.195103472315392	3.2952267844620194e-76
9606.ENSP00000296582	TMEM184C	2	0	2.1906845168113223	2.237680983938495e-67
9606.ENSP00000323527	MKLN1	2	0	2.412223639149828	2.8177704485288e-74
9606.ENSP00000341324	SRFBP1	2	0	2.3089555235183914	1.1976089610275916e-64
9606.ENSP00000299575	ATMIN	2	0	1.7360449555067332	2.6901445600286906e-65
9606.ENSP00000312141	ZNF654	2	0	2.255248656556886	2.8373523856019515e-67
9606.ENSP00000360184	TM9SF3	2	0	1.7862975063891329	1.201755090809266e-63
9606.ENSP00000315713	SSH1	2	0	1.968466797248596	1.5051287777986452e-64
9606.ENSP00000358293	CCDC186	2	0	2.552421880513335	2.3152430880409502e-67
9606.ENSP00000362763	ZBTB6	2	0	2.189283129103228	3.487671569509232e-65
9606.ENSP00000368648	SLC30A6	2	0	1.882439581022908	1.2042679443758566e-67
9606.ENSP00000381666	GXYLT1	2	0	2.0530179065092407	4.312342778181624e-64
9606.ENSP00000391167	DENND4A	2	0	2.095741122780111	4.3666024819583635e-66
9606.ENSP00000404704	VPS8	2	0	1.7525877779237231	1.0066392725488673e-71
9606.ENSP00000410734	ZNF562	2	0	1.9139972458974888	3.764645198011732e-68
9606.ENSP00000415822	ATXN1L	2	0	2.312203953758848	1.2973269586322812e-65
9606.ENSP00000440045	ATP2A2	2	0	2.198199279894101	8.104794136958616e-64
9606.ENSP00000453281	RFX7	2	0	2.2227976730863763	2.1318350534067432e-66
9606.ENSP00000473565	DENND4C	2	0	3.022649509829427	3.0823929320899087e-64
