logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_id	ensembl_clean
1.314112579731051	8.102819175325575	9.67824809115478	1.1449822325167499e-18	8.939969394319222e-18	31.287583394700658	ENSG00000146021.15	ENSG00000146021
1.1285322474601134	7.885895184350878	9.677306869334329	1.1523844047003726e-18	8.996607205807541e-18	31.28119151095329	ENSG00000109667.12	ENSG00000109667
1.1318503643539943	8.455093425394931	9.676309547931009	1.1602796905389103e-18	9.0570796587428e-18	31.27441892282931	ENSG00000197124.12	ENSG00000197124
1.392310475533918	2.1595886068382826	9.6738153435363	1.1802612681756569e-18	9.208314923155672e-18	31.257482554438383	ENSG00000250274.2	ENSG00000250274
2.025215382310072	5.656966513073869	9.67139018647098	1.2000176662257953e-18	9.360045214511603e-18	31.241016709115367	ENSG00000284946.1	ENSG00000284946
1.544687905209658	2.4002280321461655	9.6701492168765	1.2102539707709943e-18	9.438673935069236e-18	31.232591660398025	ENSG00000258949.1	ENSG00000258949
2.0840912211465095	3.70104673263028	9.66837198788925	1.225065051807948e-18	9.552956169516663e-18	31.220526653260375	ENSG00000267074.1	ENSG00000267074
1.352988378618316	4.006954327478407	9.66823663219244	1.2262004373464922e-18	9.560580787845528e-18	31.21960780549235	ENSG00000130783.14	ENSG00000130783
1.29661965753447	9.695355684151547	9.667773776383845	1.2300908583771911e-18	9.58968146371423e-18	31.216465796869375	ENSG00000154265.16	ENSG00000154265
1.088137181618013	8.297089271505342	9.665579453688366	1.2487023535793834e-18	9.733524128517783e-18	31.201570873168453	ENSG00000283050.2	ENSG00000283050
1.2145754268663267	13.694470939028172	9.665134614842804	1.2525093182666596e-18	9.761944654510546e-18	31.19855150007773	ENSG00000162909.18	ENSG00000162909
1.7534523509079427	3.4151025650008844	9.663956483444837	1.2626476992889196e-18	9.839698026575779e-18	31.190555123885883	ENSG00000100191.6	ENSG00000100191
1.257570088873371	1.520125809742893	9.663828952697422	1.2637500443040219e-18	9.847023466600126e-18	31.189689552972997	ENSG00000229207.1	ENSG00000229207
1.7588060684298232	7.463726247239264	9.661708020830469	1.2822237787541103e-18	9.989685900234309e-18	31.175295130509586	ENSG00000187068.3	ENSG00000187068
1.2944478425673558	8.52740367988369	9.660072572246058	1.2966519815836394e-18	1.0100797380616869e-17	31.16419646851784	ENSG00000159433.12	ENSG00000159433
1.3424931037412802	1.20461082394982	9.658709128703167	1.3088038047942348e-18	1.0192841032073216e-17	31.15494429236413	ENSG00000229427.1	ENSG00000229427
1.5972473250093566	4.359909221064509	9.656193034150492	1.331526767623644e-18	1.0367143335136727e-17	31.137871728504688	ENSG00000244479.7	ENSG00000244479
1.9500568726571277	5.515510236672866	9.655808485577442	1.3350340275100332e-18	1.0393116543731855e-17	31.13526259168952	ENSG00000188610.12	ENSG00000188610
1.0240846983698864	10.8723861677666	9.6532422285375	1.3586757958778103e-18	1.057580826099679e-17	31.1178517728998	ENSG00000116212.15	ENSG00000116212
1.0419070972623383	13.32296111421809	9.653144919518622	1.3595804044783731e-18	1.0581491831621519e-17	31.117191614565822	ENSG00000101474.12	ENSG00000101474
1.509593170895574	4.629008374579528	9.652934499147827	1.3615385719805251e-18	1.059537264609861e-17	31.11576410173149	ENSG00000277954.1	ENSG00000277954
1.5654797744694713	8.107353327528042	9.649201716431596	1.3967455542208675e-18	1.0867956044001772e-17	31.09044260589236	ENSG00000260404.3	ENSG00000260404
1.937169147372	3.749008863633276	9.648037942381311	1.4079060587289632e-18	1.0953389960561612e-17	31.08254889724598	ENSG00000279700.1	ENSG00000279700
1.426813081046464	1.9194116853154268	9.646390346005775	1.4238581503050189e-18	1.1073730548017291e-17	31.071374146548553	ENSG00000267336.1	ENSG00000267336
1.193299544362073	3.0432744482696923	9.646383805640776	1.4239218311001463e-18	1.1073730548017291e-17	31.07132978833506	ENSG00000224680.4	ENSG00000224680
1.2718004884226737	12.871078437821408	9.645925043644132	1.4283956767296e-18	1.1107099314244012e-17	31.06821839234567	ENSG00000205336.14	ENSG00000205336
1.8939096270966025	10.202181291015096	9.64382416899242	1.449062593485381e-18	1.1266359513050913e-17	31.053970689702165	ENSG00000105810.10	ENSG00000105810
1.9235269312212917	7.794452078741712	9.641622246941065	1.4710426657494271e-18	1.143432189958486e-17	31.039039043064125	ENSG00000112837.17	ENSG00000112837
1.57012044247128	1.8015475501867368	9.641523911491962	1.4720319666083003e-18	1.1440545687951248e-17	31.038372243907165	ENSG00000228612.2	ENSG00000228612
1.3362537371113834	3.376239647615701	9.638885727850518	1.4988216698403795e-18	1.1645769500770771e-17	31.020484104505055	ENSG00000260743.1	ENSG00000260743
